order_details_id;order_id;pizza_id;quantity
7042;3105;ital_veggie_s;One
9280;4064;peppr_salami_l;1
5573;2468;spin_pesto_s;-1
26299;11579;ital supr s;1
25871;11384;;
19458;8554;southw-ckn-s;1
14661;6407;spin_pesto_s;1
8616;3776;;1
29392;12983;cali_ckn_s;2
25388;11173;classic_dlx_s;-1
14109;6176;;1
19727;8674;five-cheese-l;
1310;578;the-greek-xl;one
19268;8470;ital supr m;one
13417;5885;spinach fet m;1
38300;16894;classic_dlx_m;1
4454;1981;spicy ital s;1
40757;17955;pepperoni_s;1
20003;8798;green_garden_l;
7029;3099;ital veggie m;1
17928;7865;;1
15771;6923;;
34534;15242;nap0litana_m;one
21946;9637;calabrese_m;1
12388;5446;spicy_it@l_l;One
35755;15786;sicilian_l;1
13257;5809;soppressata-m;1
35904;15852;napolitana-s;1
24854;10931;southw-ckn-m;1
2215;982;southw_ckn_l;1
19826;8717;pep_msh_pep_l;one
46972;20635;ital veggie l;1
12312;5405;the-greek-s;1
5677;2515;veggie_veg_l;1
34464;15213;spin p3sto s;1
44282;19464;sicilian-l;1
7523;3312;it@l_cpcll0_l;1
30462;13454;mexicana-l;1
3961;1765;it@l_veggie_s;1
1001;439;pepperoni-m;1
40239;17742;napolitana_s;1
47414;20839;cali-ckn-s;1
12598;5536;pep msh pep m;1
4326;1924;prsc_argla_s;1
41644;18320;ital_supr_l;1
45028;19793;napolitana l;1
48430;21266;southw_ckn_l;1
23757;10450;ital_supr_s;1
33336;14735;four-cheese-l;-1
30140;13314;;1
11759;5167;bbq-ckn-l;
23721;10433;thai_ckn_l;1
10994;4817;;one
47161;20726;thai-ckn-l;1
15947;7015;h@w@ii@n_s;1
8683;3802;prsc argla l;1
3843;1709;peppr-salami-m;1
19890;8747;the_greek_s;
11304;4967;;1
33824;14938;classic_dlx_m;1
36634;16162;sicilian s;1
46041;20211;the_greek_s;
1732;770;sicili@n_s;1
29181;12883;p3pp3roni_s;1
19442;8546;the_greek_xxl;1
40009;17617;;
11693;5138;green-garden-s;1
31868;14066;spin@ch-fet-m;1
12052;5297;mediterraneo_l;one
38137;16826;pepperoni_m;1
22457;9865;spinach_supr_s;1
9622;4216;big-meat-s;1
38990;17186;four_cheese_l;one
46295;20332;;1
33433;14769;hawaiian_l;1
34032;15031;classic_dlx_l;1
27901;12281;prsc_argla_s;1
44209;19435;;1
10277;4496;bbq_ckn_l;1
10299;4505;hawaiian_s;1
45629;20037;;1
4519;2002;ital_supr_l;1
3327;1471;calabrese l;1
1594;711;;1
8894;3898;ckn-@lfredo-l;1
42869;18847;mexicana_l;1
37844;16708;hawaiian-s;1
17989;7898;sicili@n_m;1
6494;2876;ital_supr_m;1
39751;17499;calabrese_m;1
26743;11777;southw_ckn_l;1
12260;5384;;one
19582;8609;napolitana_l;
37022;16344;cali_ckn_m;1
485;206;pepperoni_s;1
43696;19207;peppr_salami_l;one
47277;20779;four_cheese_m;
21056;9231;spin_pesto_s;1
32806;14501;sicilian-l;one
46560;20448;classic-dlx-l;1
37849;16710;;one
29618;13087;;-1
45102;19826;ital_supr_l;1
815;355;ital_supr_m;1
2858;1265;bbq_ckn_m;1
44113;19385;thai-ckn-s;One
15228;6680;spicy-ital-l;1
21965;9644;big_meat_s;1
39501;17397;napolitana_l;1
38832;17114;four_ch33s3_l;1
34187;15091;cali_ckn_m;
9089;3986;spinach_supr_s;1
14785;6468;green_garden_s;1
32984;14582;ital_supr_l;1
4835;2137;hawaiian_s;1
32745;14475;pepperoni-l;one
10577;4631;ital_supr_m;One
2081;927;;1
14950;6552;peppr-salami-l;1
12448;5468;spicy-ital-m;1
23213;10207;prsc-argla-m;one
11320;4971;veggie veg l;One
48201;21183;prsc_argla_m;1
15798;6939;bbq ckn s;one
28707;12644;thai_ckn_l;1
48538;21312;spicy ital l;
41983;18470;hawaiian_s;one
41676;18338;veggie_veg_s;1
18773;8250;hawaiian_s;
37955;16756;veggie-veg-l;1
29335;12953;spicy_ital_m;One
19640;8639;;1
5857;2597;ckn_pesto_l;1
2942;1297;classic-dlx-s;1
38633;17031;five-cheese-l;1
329;139;five cheese l;1
33276;14709;five_cheese_l;1
5513;2437;sicilian-s;
43029;18913;ckn_pesto_m;1
7544;3322;;One
16409;7224;sicilian_l;1
14682;6418;big_meat_s;one
35642;15734;cali_ckn_s;1
3228;1430;;
7227;3187;p3pp3roni_m;1
27585;12147;pepperoni_m;1
5831;2586;bbq_ckn_m;1
22820;10033;hawaiian_m;one
10219;4477;spicy_ital_l;1
40321;17770;hawaiian-l;1
23538;10350;ital_veggie_m;1
27851;12264;thai_ckn_l;1
25706;11308;mexicana_l;1
40582;17880;hawaiian_m;1
1350;600;mediterraneo_m;1
31527;13915;spicy_ital_s;1
1743;775;;1
28466;12540;thai_ckn_l;
6178;2733;ckn_pesto_l;1
8347;3659;veggie_veg_m;One
28856;12725;bbq_ckn_s;
26341;11595;spicy_ital_l;1
15189;6661;bbq_ckn_l;1
8401;3682;mexicana_l;1
10279;4496;ital_supr_m;1
30131;13310;prsc_argla_s;1
26087;11486;cali_ckn_m;1
26605;11718;classic_dlx_s;1
42270;18594;classic_dlx_l;1
6161;2725;sicilian_m;1
6762;2985;veggie_veg_s;1
23579;10368;sicilian_m;1
45551;20003;classic-dlx-m;1
9064;3974;bbq_ckn_l;1
13161;5764;;1
40141;17692;southw_ckn_l;one
22800;10023;ckn_pesto_s;1
41151;18126;;1
5419;2395;;1
3762;1670;five-cheese-l;1
32514;14373;peppr_salami_s;1
15696;6888;calabrese m;1
15429;6765;spicy-ital-l;1
4702;2081;mexicana-m;one
18952;8322;pepperoni_s;
18305;8038;;1
22770;10009;southw_ckn_s;1
25063;11026;spicy_ital_m;1
10652;4664;soppressata_l;one
33523;14805;five_cheese_l;One
31454;13886;bbq_ckn_l;1
42715;18787;pepperoni_l;
14771;6463;napolitana_s;1
21726;9537;spicy_ital_l;1
4944;2188;;1
9100;3991;napolitana_l;1
13322;5838;pepperoni_s;1
20798;9125;bbq_ckn_m;1
27479;12090;sicilian_m;1
26055;11473;spin_pesto_l;
43742;19228;ital_cpcllo_l;1
39593;17435;soppressata_m;1
47984;21090;big_meat_s;1
32313;14276;pepperoni_m;1
31667;13982;big_meat_s;1
44579;19589;napolitana_l;1
45294;19906;mediterraneo_l;1
44558;19578;classic_dlx_s;1
4614;2048;spicy_ital_l;1
3742;1659;ital_cpcllo_s;1
986;432;veggie_veg_s;1
29559;13060;pep_msh_pep_l;1
19610;8623;spin_pest0_m;1
16390;7214;classic_dlx_l;1
12310;5405;napolitana s;1
47742;20989;th@i_ckn_s;1
43931;19311;mexicana_m;one
353;144;;One
42099;18519;veggie_veg_l;1
10783;4724;bbq_ckn_m;-1
41526;18276;pepperoni-m;1
18267;8022;mexicana_l;1
219;92;pepperoni_m;
2810;1242;sicilian_m;1
36953;16306;four_cheese_l;1
29008;12800;spicy_it@l_m;1
7044;3107;sicilian_l;1
12377;5441;hawaiian_m;1
14530;6355;cali_ckn_m;1
17853;7830;;1
8490;3717;ital_supr_m;1
46894;20592;sicilian_l;1
33008;14587;bbq ckn s;1
31343;13840;ckn alfredo l;1
26187;11531;brie carre s;1
9862;4315;four-cheese-l;1
5638;2497;pepperoni_l;1
39783;17512;big_meat_s;1
47959;21077;hawaiian_l;one
44402;19516;prsc_argla_l;one
3657;1624;cali ckn m;
38847;17120;southw-ckn-m;
6460;2855;thai_ckn_l;1
11227;4928;the_greek_xl;1
48035;21115;cali_ckn_m;1
7161;3157;classic_dlx_m;one
23603;10380;bbq_ckn_m;1
6564;2903;soppr3ssata_m;1
38922;17157;spicy-ital-l;1
39896;17558;green-garden-s;-1
7235;3189;cali_ckn_l;2
35058;15478;bbq_ckn_m;one
29818;13170;spicy ital l;1
27347;12037;four_cheese_m;2
6201;2745;pepperoni_m;1
47493;20868;cali_ckn_m;1
22296;9793;;1
23548;10354;hawaiian_s;1
30084;13291;ckn alfredo m;1
31480;13900;bbq ckn l;
16956;7463;it@l_cpcllo_m;1
36797;16239;pepperoni_s;1
23302;10244;the_greek_m;1
48193;21177;hawaiian_s;1
45078;19815;soppressata l;
46605;20466;spinach_fet_m;1
44042;19356;cali_ckn_l;1
46623;20473;hawaiian_m;1
17251;7590;mexicana m;One
45114;19831;four_cheese_l;-1
28875;12735;southw_ckn_m;1
47902;21058;big_meat_s;1
8947;3919;southw-ckn-l;one
26564;11706;four_cheese_l;1
32083;14171;big-meat-s;1
35201;15544;four_cheese_m;-1
21492;9430;cali_ckn_l;one
36886;16277;classic_dlx_s;1
33110;14635;hawaiian s;1
4499;1999;;1
9105;3992;;one
8504;3725;the_greek_xl;one
9239;4048;the-greek-l;1
22004;9656;;1
17027;7491;classic_dlx_l;1
27960;12310;bbq_ckn_m;one
32818;14507;sicilian_m;1
29375;12978;sicilian_s;1
6932;3059;big_meat_s;1
47099;20704;big-meat-s;2
24885;10943;mexicana_l;1
55;19;sicilian-l;1
12359;5432;green-garden-s;1
33021;14594;hawaiian_s;1
48556;21322;hawaiian-l;1
31567;13938;mexicana_m;one
2714;1204;veggie_veg_m;1
27852;12265;sicilian_m;1
41505;18270;bbq_ckn_m;one
926;403;classic-dlx-l;1
21983;9650;ital supr m;1
26812;11803;;1
24062;10574;calabrese_l;1
47133;20711;;
38572;17003;spin@ch_fet_l;1
10876;4761;the_greek_xxl;1
28092;12366;classic_dlx_l;1
35291;15582;brie-carre-s;1
33056;14612;ital_supr_m;2
19001;8340;ital_supr_l;1
27155;11950;spinach_fet_l;
24989;10994;;2
25308;11137;southw_ckn_l;
9016;3949;cali-ckn-l;1
44977;19768;ital_supr_m;One
26311;11586;;1
38398;16937;mediterraneo_m;1
22997;10120;veggie_veg_s;1
2662;1176;classic_dlx_m;1
12179;5349;ital_supr_l;
48390;21249;soppressata_m;1
8640;3785;;1
36597;16147;thai_ckn_s;1
41692;18342;southw_ckn_l;2
7575;3337;thai_ckn_s;One
31708;14001;prsc_argla_l;1
20562;9036;mexic@n@_l;1
20316;8922;southw_ckn_m;1
38698;17058;the greek m;1
3187;1413;hawaiian_s;1
44988;19773;ital_supr_m;1
32204;14230;five_cheese_l;one
31528;13916;veggie veg m;1
47878;21048;ital-supr-l;1
19429;8542;prsc_argla_s;1
16084;7077;classic-dlx-m;One
7767;3418;four_cheese_l;
20147;8858;classic_dlx_m;
7033;3101;four_cheese_l;1
18521;8130;mediterraneo-l;1
10700;4685;spin@ch_fet_s;1
4643;2059;ital_supr_m;1
4783;2118;;one
1952;864;the_greek_m;1
47140;20715;th@i_ckn_l;1
23424;10296;ckn_pesto_l;
8466;3709;southw ckn l;1
34194;15093;thai_ckn_s;1
14687;6419;the-greek-s;one
894;392;soppressata-l;One
41149;18124;;1
12887;5651;pepperoni_m;1
18748;8240;napolitana_s;one
30653;13529;thai ckn m;1
28681;12632;veggie_veg_s;1
25004;10999;mexicana-l;1
25504;11224;ckn_pesto_m;1
29028;12808;mexicana_l;2
30779;13591;four_cheese_l;
26426;11636;spinach_fet_s;1
7382;3254;hawaiian_l;1
35198;15544;;1
6781;2995;veggie_veg_s;1
31372;13852;nap0litana_l;one
41264;18169;cali_ckn_m;2
12365;5435;;1
38097;16808;brie_carre_s;one
39603;17439;spicy_ital_l;1
41772;18372;pepperoni_s;-1
16161;7118;green_garden_m;1
23355;10272;h@w@ii@n_s;1
30341;13406;the_greek_m;1
9513;4167;ckn_alfred0_m;1
33471;14783;five-cheese-l;1
41325;18193;;
14101;6172;the_greek_xl;1
30308;13394;spinach_fet_l;1
18472;8113;classic_dlx_m;1
29461;13016;ckn_pesto_l;1
15778;6925;the_greek_s;1
35985;15890;pepper0ni-m;1
18766;8248;;1
32707;14454;;1
47608;20917;pepperoni_s;one
5087;2254;ital-supr-l;1
42318;18618;hawaiian s;1
40515;17848;thai_ckn_l;one
39071;17217;sicilian_m;one
30837;13622;it@l_supr_s;
29635;13096;pepperoni_s;One
2908;1282;big_meat_s;1
41249;18165;napolitana_l;1
43806;19258;thai_ckn_l;1
29211;12897;calabrese_m;1
12106;5319;;1
36988;16329;prsc argla l;1
12238;5372;the-greek-s;
44193;19425;;One
48192;21176;classic-dlx-m;1
34645;15291;;one
25090;11042;ckn-pesto-l;
17358;7634;prsc_argla_l;1
43579;19159;big_meat_s;1
28220;12433;spinach_supr_m;1
33139;14644;the_greek_l;1
16975;7474;cali_ckn_l;1
33583;14822;spicy_ital_l;1
27685;12195;southw_ckn_m;1
5904;2615;;-1
27756;12225;big_meat_s;1
34847;15387;southw_ckn_m;1
21082;9244;green_garden_s;1
18102;7948;bbq ckn m;1
28433;12525;spin_pesto_s;1
20030;8808;spin@ch_fet_s;1
17665;7753;classic-dlx-s;
13679;5995;the_greek_xl;1
46376;20370;napolitana-l;one
42540;18711;napolitana l;1
13640;5974;v3ggi3_v3g_l;1
7329;3230;thai_ckn_l;1
44271;19458;;
32721;14463;classic_dlx_s;1
26169;11521;pepperoni_m;1
14753;6452;hawaiian_s;1
43782;19248;veggie_veg_m;1
30743;13576;big_meat_s;1
23598;10378;cali ckn l;One
37314;16467;mexicana-l;
34324;15146;;one
7901;3473;four_cheese_m;1
5431;2399;ital_veggie_s;1
2989;1320;five_cheese_l;1
16180;7123;calabrese_m;1
22547;9906;four_cheese_l;
22536;9898;spicy_ital_s;1
8547;3743;thai_ckn_l;1
26869;11826;southw_ckn_m;1
1394;620;the-greek-s;1
31117;13742;cali_ckn_s;1
41597;18303;cali_ckn_m;1
28773;12681;prsc argla m;1
12769;5607;hawaiian_s;1
10274;4494;veggie_veg_s;One
19264;8468;ital_cpcll0_l;1
44611;19602;spin_p3sto_m;1
20766;9110;ital_cpcllo_l;1
28630;12614;southw_ckn_m;-1
9582;4198;spinach_fet_m;-1
18153;7965;soppressata s;1
22741;9998;cali_ckn_m;1
45844;20123;mexicana_m;1
31765;14021;mediterraneo-l;1
10571;4629;hawaiian s;1
24407;10726;spin_pesto_m;1
3945;1756;mediterraneo_s;
1427;635;cali-ckn-s;2
33514;14801;ital_cpcllo_m;1
46336;20354;ital_cpcllo_m;1
13853;6067;;1
37764;16672;southw_ckn_l;1
40758;17955;thai-ckn-l;
43020;18907;;1
29936;13222;spinach_fet_l;1
10491;4598;sicilian-l;one
7387;3255;veggie_veg_s;
44981;19770;classic_dlx_m;1
43658;19196;nap0litana_m;
39541;17411;mediterraneo_s;1
17623;7735;the greek m;One
18706;8219;big_meat_s;-1
7851;3450;cali_ckn_l;
43938;19311;spinach_supr_m;1
2036;909;ital_veggie_m;
14130;6186;bbq_ckn_s;one
11290;4956;;1
1748;778;four_ch33s3_m;1
2904;1279;spicy-ital-l;1
46384;20373;spin_pesto_m;1
20682;9079;;1
13337;5846;;1
17106;7525;the-greek-xl;
35149;15520;peppr_salami_l;1
3279;1451;pep-msh-pep-m;one
34520;15238;;one
29324;12947;hawaiian_l;1
3342;1478;ckn_pesto_s;1
14051;6160;;one
8610;3774;pep_msh_pep_l;1
38399;16938;green_g@rden_m;1
47825;21023;;1
3091;1367;peppr_salami_s;1
20603;9047;pep_msh_pep_s;One
48165;21163;five_cheese_l;1
20337;8931;spinach_supr_l;1
6388;2824;soppressata-l;1
138;58;;1
4527;2005;peppr-salami-s;-1
15178;6658;green_garden_l;one
32668;14433;ckn-pesto-s;1
19945;8771;ital_veggie_m;1
25616;11265;ital supr m;1
6629;2930;sicili@n-s;
12506;5495;southw_ckn_l;1
26710;11764;cali_ckn_m;2
40566;17872;pep_msh_pep_s;one
19894;8749;thai_ckn_m;1
5385;2379;mexicana_s;
24209;10636;classic_dlx_m;one
8095;3552;peppr salami m;1
47396;20829;pep_msh_pep_l;1
2596;1149;prsc_argla_l;1
42993;18897;veggie-veg-l;1
32211;14233;;1
28179;12412;four cheese l;1
38154;16834;hawaiian-s;
17481;7680;it@l_cpcllo_s;1
1179;518;prsc_argla_l;1
37474;16545;pep-msh-pep-s;one
39078;17222;;1
20627;9056;pep_msh_pep_m;
45213;19872;peppr-salami-s;1
5652;2506;ckn_pesto_s;1
24494;10763;ital_cpcllo_l;1
1022;443;four-cheese-l;1
13641;5975;calabrese_m;1
11365;4992;pepperoni_s;1
9744;4267;cali_ckn_l;1
10172;4455;the greek xl;1
23852;10488;southw_ckn_l;one
29024;12808;;1
504;216;five_cheese_l;
36607;16150;veggie-veg-m;one
47852;21037;bbq ckn s;1
40936;18033;ckn_pesto_s;one
40094;17666;green_garden_m;one
18231;8003;s0uthw_ckn_l;One
292;122;ital_supr_m;1
31070;13723;ital-veggie-m;one
46083;20231;hawaiian_s;1
19038;8359;ckn_pesto_s;1
7215;3184;green_garden_l;
39712;17483;the-greek-xl;1
19673;8650;thai_ckn_l;1
46505;20423;spinach fet l;1
21450;9411;spicy-ital-m;1
17782;7802;five_cheese_l;1
42666;18763;calabrese_m;1
16971;7471;pep_msh_pep_s;one
15570;6825;spinach_supr_m;1
29490;13029;;-1
40929;18028;mediterraneo_m;one
30652;13529;;1
4882;2160;pepperoni_l;1
46456;20405;ckn_pesto_s;1
28715;12650;big-meat-s;
29698;13121;;1
6138;2718;bbq_ckn_m;1
33462;14778;veggie_veg_m;
31223;13788;cali_ckn_m;1
22328;9806;peppr salami s;1
10686;4675;napolitana_s;1
16434;7235;the_greek_m;1
37329;16474;pep-msh-pep-l;1
18412;8087;spicy_ital_l;1
12420;5457;;1
31662;13980;green_garden_s;
41886;18430;big_meat_s;1
17882;7844;sicili@n_m;1
9172;4017;hawaiian_s;1
19564;8602;;1
30633;13526;ckn-pesto-l;1
15213;6671;the-greek-m;1
11331;4976;hawaiian-s;1
24598;10813;pep_msh_pep_s;-1
45621;20032;spicy_ital_l;
23667;10412;bbq_ckn_l;1
40294;17759;napolitana l;1
28456;12537;ckn-pesto-s;1
20890;9163;peppr-salami-l;1
23092;10160;four-ch33s3-l;One
42149;18540;;1
21909;9619;four_cheese_l;1
37179;16414;napolitana_s;one
4670;2073;bbq_ckn_l;one
46399;20380;prsc_argla_s;one
39151;17257;napolitana_s;1
26319;11588;h@w@ii@n_s;1
31576;13943;;
40029;17626;pepperoni_m;1
42914;18868;veggie_veg_s;1
34900;15413;spicy ital l;1
7789;3424;veggie-veg-m;One
818;357;southw_ckn_s;1
27717;12206;peppr s@l@mi m;1
20440;8977;mexic@n@_l;1
35136;15513;thai ckn l;One
41737;18357;bbq_ckn_m;1
26324;11592;ckn_pesto_m;1
30367;13417;spinach_supr_l;1
25715;11314;ital_supr_m;1
35583;15708;bbq_ckn_l;
17993;7900;;1
31665;13981;the_greek_l;1
11614;5107;pep_msh_pep_m;1
44551;19575;green_g@rden_s;1
47180;20735;mexicana_m;1
36525;16124;the-greek-l;1
10801;4731;ckn_alfredo_s;
20686;9080;bbq_ckn_s;one
38506;16976;thai ckn l;one
19615;8625;th@i_ckn_s;One
33801;14926;hawaiian_s;1
45444;19961;thai_ckn_l;
47327;20797;brie carre s;1
21968;9646;hawaiian_l;one
31519;13913;ital_supr_l;1
6047;2679;thai_ckn_l;One
43096;18941;veggie veg m;1
41088;18100;bbq_ckn_m;1
19767;8696;mediterraneo-m;
7383;3254;mexicana_l;1
17734;7786;five_cheese_l;One
26361;11603;the_greek_l;1
17686;7764;pep_msh_pep_s;-1
4525;2005;cali-ckn-m;1
41436;18239;southw_ckn_l;1
17396;7649;classic_dlx_s;1
5988;2653;brie-carre-s;one
12875;5647;five_cheese_l;
11350;4983;spinach_supr_m;1
3666;1629;th@i-ckn-l;1
41610;18308;cali-ckn-l;1
47191;20741;;
253;107;spicy_ital_l;1
19953;8775;the_greek_xl;one
31760;14020;five_cheese_l;1
31678;13986;pepperoni_l;1
46622;20473;;1
22155;9733;ital_supr_m;1
43270;19021;spicy_ital_s;1
26073;11478;sicilian_s;1
46664;20490;sicilian_s;1
43952;19318;the_greek_m;1
47011;20660;spin_pesto_m;1
46518;20430;cali-ckn-m;one
14649;6400;prsc-@rgl@-s;1
12259;5383;prsc argla m;1
12863;5644;bbq_ckn_s;1
19399;8530;five_cheese_l;one
15585;6830;four_cheese_l;1
27537;12119;big_me@t_s;
22299;9794;prsc-argla-l;1
6799;3002;ital_supr_l;1
8076;3544;five_cheese_l;1
40215;17731;thai_ckn_m;
14223;6222;sicilian m;1
41589;18298;big-meat-s;1
24972;10986;cl@ssic_dlx_m;1
43137;18959;spicy-ital-s;1
31618;13961;spinach fet m;1
23699;10424;brie-carre-s;1
27389;12051;spin_pesto_s;1
39869;17547;southw ckn l;1
3577;1586;southw_ckn_l;one
33234;14689;prsc-argla-s;1
2136;950;cali_ckn_m;
20505;9004;southw_ckn_l;1
12929;5671;spicy_it@l_s;
47520;20883;calabrese_m;1
3852;1714;pep-msh-pep-l;1
32914;14551;ital_supr_l;one
37444;16532;ckn_pesto_m;1
41673;18336;;1
32445;14338;;1
8676;3800;mexicana-s;one
3924;1746;classic-dlx-s;1
11927;5236;p3pp3roni m;1
5601;2481;classic_dlx_l;1
29441;13007;spicy_ital_l;
10292;4502;pep_msh_pep_s;1
46353;20359;four-cheese-l;
2462;1093;ital-supr-m;
41611;18308;cali_ckn_m;1
738;322;cl@ssic-dlx-s;1
42441;18670;soppressata_l;One
15237;6684;classic dlx s;1
33259;14702;pepperoni-s;1
41703;18345;ckn_pesto_l;-1
2180;971;ckn_alfredo_m;1
46550;20443;;1
8967;3928;the_greek_s;
47628;20925;prsc argla m;one
8458;3705;classic_dlx_s;1
7630;3363;cali_ckn_l;1
45480;19975;pep_msh_pep_s;one
12059;5301;the_greek_s;1
39592;17435;f0ur-cheese-l;1
32770;14487;napolitana-m;one
11466;5039;hawaiian_s;1
15600;6837;bbq_ckn_l;
19067;8373;five-cheese-l;1
9305;4077;ckn_pesto_s;1
4740;2100;classic_dlx_m;1
8450;3702;peppr_salami_l;1
43424;19096;hawaiian_m;1
26748;11779;bbq-ckn-l;1
44175;19417;five_cheese_l;One
48436;21270;;1
42983;18893;ital supr m;1
40341;17778;spin pest0 s;1
6219;2753;;
26638;11731;pep_msh_pep_l;1
19943;8770;spicy_ital_l;1
38150;16831;classic_dlx_s;1
17544;7708;spicy_ital_m;One
29868;13190;spinach supr s;1
29589;13075;calabrese_m;one
12481;5482;p3ppr_s@l@mi_s;
27880;12273;ital-cpcllo-s;1
29057;12816;mexicana-s;1
18158;7967;sicilian-s;1
11839;5201;big_meat_s;1
5439;2403;hawaiian_s;1
10158;4447;;1
23796;10465;pepperoni_m;One
7311;3222;spin@ch_supr_s;1
37919;16740;sicilian_m;-1
32151;14203;mediterraneo-l;One
43040;18919;hawaiian s;1
43556;19148;ckn_pesto_l;1
13254;5808;four-cheese-l;1
10971;4806;classic_dlx_m;-1
13954;6114;classic-dlx-s;1
43729;19222;hawaiian l;1
31315;13824;big_meat_s;1
29155;12871;mexicana_l;1
26988;11878;;1
21067;9237;ital_supr_s;1
4430;1968;classic_dlx_l;1
48205;21187;;1
3720;1650;cali_ckn_l;1
2387;1063;mexicana_s;1
24648;10837;napolitana_s;1
16139;7107;ital_supr_l;1
38088;16805;bbq_ckn_m;One
13318;5837;big_meat_s;1
10417;4560;mexicana_l;1
31598;13950;veggie_veg_l;1
10356;4531;bbq ckn l;one
19156;8419;;1
17650;7747;hawaiian-l;1
25451;11198;four_cheese_l;1
39372;17339;pepperoni l;1
41569;18287;five_cheese_l;1
5466;2417;fiv3_ch33s3_l;1
2585;1144;mexicana_l;1
18727;8227;;1
8223;3610;ital-veggie-l;1
35190;15541;ckn-alfredo-m;1
30054;13272;big_meat_s;2
45712;20067;spinach_fet_l;one
3514;1564;five_cheese_l;-1
32341;14290;;-1
36805;16242;classic_dlx_m;one
4039;1797;thai_ckn_m;1
40281;17755;southw_ckn_l;
42385;18645;mediterraneo l;1
8695;3809;the_greek_s;one
2979;1314;veggie-veg-m;1
34784;15355;big_meat_s;1
16578;7302;spinach_fet_m;1
36939;16298;the-greek-m;1
32395;14314;ital_veggie_m;One
40006;17615;big-meat-s;1
43107;18947;veggie veg m;1
7968;3500;spinach_supr_m;1
27525;12114;spin@ch fet l;1
46438;20399;;1
7858;3453;thai-ckn-l;1
10661;4667;c@li_ckn_m;one
42964;18890;bbq_ckn_s;1
34258;15121;big_meat_s;1
12029;5284;soppressata_m;1
40696;17932;mexicana_l;1
17580;7718;peppr_salami_l;1
47145;20720;big_me@t_s;1
17803;7812;hawaiian_s;1
38106;16813;cl@ssic_dlx_s;1
38611;17021;classic_dlx_s;1
45034;19794;pepperoni_l;1
8929;3913;mexicana_l;one
42024;18487;spicy_ital_s;1
33082;14623;calabrese_m;1
19174;8427;;One
13206;5786;thai ckn l;1
24440;10743;pep_msh_pep_l;1
17297;7608;napolitana_l;1
11009;4825;bbq-ckn-l;1
6585;2912;ital cpcllo m;1
22052;9681;sicilian_m;1
2946;1298;five_cheese_l;1
8275;3633;pepperoni-m;1
40010;17617;;one
46564;20449;veggie-veg-m;1
433;184;hawaiian_l;1
19510;8575;soppressata_l;1
30679;13545;veggie veg s;1
46642;20480;hawaiian_s;one
32809;14503;mexicana_l;1
6824;3014;big-meat-s;1
24874;10938;;1
17013;7484;the_greek_xl;1
22771;10009;spinach_fet_m;1
15551;6815;veggie_veg_m;1
3754;1665;;
14003;6139;it@l-cpcllo-l;one
13010;5709;hawaiian-m;1
24833;10923;four-cheese-l;1
19534;8588;;
16207;7130;four_cheese_m;One
37503;16561;gr33n-gard3n-s;1
19411;8534;soppressata_l;1
3393;1501;four_cheese_m;1
33200;14673;sicilian_l;1
11779;5178;spicy_ital_s;one
22978;10116;;one
42603;18738;calabrese s;one
25197;11092;veggie_veg_s;one
9810;4296;;1
39340;17328;prsc-argla-l;1
13374;5864;;1
26245;11555;classic dlx m;1
11536;5072;sicilian_s;one
31885;14073;pepperoni-l;
35296;15584;cali_ckn_m;1
47844;21033;hawaiian-s;-1
6805;3005;mexicana l;
35095;15496;ckn pesto l;one
9333;4087;southw-ckn-s;1
3999;1786;cali_ckn_l;one
4952;2188;spicy-ital-l;1
15540;6812;cali_ckn_s;-1
30021;13259;veggie veg m;1
27476;12090;big_meat_s;1
25251;11113;spinach fet s;1
7878;3461;napolitana_l;1
24414;10729;classic_dlx_m;One
30978;13683;gr33n gard3n m;-1
46603;20464;peppr_salami_l;1
29976;13236;bbq_ckn_s;1
11896;5222;pep_msh_pep_m;1
23183;10195;sicilian-s;1
44803;19690;hawaiian_m;1
36679;16183;spicy_ital_l;1
47513;20877;classic_dlx_l;1
29346;12960;classic-dlx-l;One
22734;9997;;1
42490;18692;prsc argla m;1
9789;4288;ital-veggie-l;one
6625;2929;soppressata_s;one
43276;19025;thai-ckn-l;1
10441;4573;cali_ckn_m;
8597;3769;veggie_veg_m;1
4966;2194;cali_ckn_m;1
38321;16904;southw_ckn_m;1
14243;6229;classic_dlx_l;1
37084;16375;classic_dlx_m;-1
21945;9636;pepperoni_l;One
30874;13642;soppressata_s;1
21743;9545;spin_pest0_l;1
7211;3181;cali_ckn_l;1
29449;13010;thai_ckn_s;1
13921;6098;spinach_fet_m;1
44994;19776;veggie_veg_m;1
31353;13842;spin_pesto_s;one
27201;11968;spinach_supr_s;1
26831;11811;spin-pesto-l;1
39497;17395;thai_ckn_m;1
10348;4527;ital_supr_l;1
47798;21015;peppr_salami_l;1
42714;18786;;1
31882;14072;;one
45731;20075;ital_veggie_s;-1
5022;2221;veggie_veg_m;1
28942;12765;v3ggi3_v3g_s;1
4802;2126;hawaiian_l;1
35664;15743;veggie-veg-l;
34674;15305;spicy-ital-l;2
34023;15027;spicy_ital_l;1
37605;16605;four_cheese_m;1
18671;8204;four_cheese_m;one
17866;7839;ckn pesto m;1
34444;15206;classic_dlx_m;1
18381;8071;classic_dlx_m;1
13405;5880;the_greek_xl;1
8875;3888;sicilian-m;1
44565;19582;bbq_ckn_s;1
