order_id;date;time
13701;2016-08-16;19H 21M 48S
15555;2016-09-17;15:59 PM
3852;Sunday,06 March, 2016;17:27 PM
19805;Dec 3 2016;13:02:05
15251;Sep 12 2016;15H 43M 16S
5256;30-03-16 12:36:09;00:00:00
15128;Sep 10 2016;16:42 PM
5229;;18:33:39
15005;2016-09-08;16H 48M 59S
5645;1459807200.0;15:03:02
10836;01-07-16 17:34:37;00:00:00
21325;Dec 31 2016;18:37:20
4910;;16:43 PM
7271;Mon 02-May-2016;17:02 PM
17602;Thu 27-Oct-2016;18:05:59
9388;06-06-16 22:12:57;00:00 AM
473;Jan 8 2016;16:41:27
12226;Saturday,23 July, 2016;18H 21M 44S
287;2016-01-05;
8111;Monday,16 May, 2016;12H 31M 41S
1354;2016-01-23;16:22:21
1159;;14:06:41
4320;Mar 14 2016;16H 22M 10S
401;2016-01-07;16H 08M 35S
16469;2016-10-04;19H 00M 13S
21298;;00:00:00
16349;2016-10-02;17:21:02
5689;Apr 6 2016;12H 28M 28S
3811;05-03-16 19:33:05;00H 00M 00S
20210;10-12-16 11:35:25;00H 00M 00S
816;;17H 04M 08S
12640;Jul 30 2016;17H 20M 15S
14599;2016-09-01;14H 30M 28S
854;15-01-16 12:51:19;00:00 AM
8675;Wednesday,25 May, 2016;19H 44M 04S
11961;Tue 19-Jul-2016;15:00 PM
17420;23-10-16 16:39:18;00H 00M 00S
11968;Jul 19 2016;16:05 PM
5983;2016-04-11;14H 29M 47S
14865;Sep 6 2016;
20162;1481238000.0;13:24:22
9169;1464904800.0;13:08 PM
6022;Apr 11 2016;20:42:22
12229;Jul 23 2016;18:39 PM
2653;Feb 13 2016;21:03 PM
20856;2016-12-20;18H 03M 47S
16434;Monday,03 October, 2016;21H 31M 01S
11536;2016-07-12;14:06 PM
1479;Monday,25 January, 2016;17:30:14
5975;Monday,11 April, 2016;13H 07M 51S
9853;Tuesday,14 June, 2016;18:51 PM
17016;Saturday,15 October, 2016;18:21:52
10820;01-07-16 15:12:10;00:00 AM
19990;1480978800.0;14:19 PM
4065;Mar 10 2016;12:47 PM
12015;20-07-16 13:23:12;00H 00M 00S
5926;2016-04-10;13H 33M 15S
10573;Sun 26-Jun-2016;23:04:52
5235;Tue 29-Mar-2016;19H 05M 52S
21150;Tuesday,27 December, 2016;12:48 PM
17837;Mon 31-Oct-2016;17:11:19
5799;Thursday,07 April, 2016;
3755;Saturday,05 March, 2016;12H 20M 34S
19916;04-12-16 22:23:55;00:00 AM
8295;2016-05-19;14H 19M 08S
14957;07-09-16 18:26:16;00:00:00
20207;;
942;2016-01-16;17:18:37
18386;Nov 9 2016;
17966;2016-11-02;16:16 PM
3974;2016-03-08;17:41:34
18436;;18:43:22
15359;Wednesday,14 September, 2016;12:54 PM
2761;15-02-16 18:50:06;00:00:00
6020;1460325600.0;20:14 PM
10307;2016-06-22;18:02:36
7506;Friday,06 May, 2016;18H 22M 13S
15549;17-09-16 14:49:07;00:00 AM
13328;Wed 10-Aug-2016;20:44 PM
19138;Nov 23 2016;13:48 PM
6666;Apr 22 2016;16H 48M 33S
3529;Feb 28 2016;21:52:13
18692;2016-11-15;
17396;Sun 23-Oct-2016;13:03 PM
3868;Sunday,06 March, 2016;20H 18M 30S
21187;Dec 28 2016;
9193;Fri 03-Jun-2016;17:44 PM
1549;1453762800.0;21:12:55
5523;2016-04-03;14:47 PM
8590;1464040800.0;14H 32M 47S
3723;1457046000.0;16:29:02
17191;18-10-16 18:06:13;00:00 AM
19977;Monday,05 December, 2016;21:53:57
16591;Friday,07 October, 2016;
6887;1461621600.0;
1704;Fri 29-Jan-2016;18:15 PM
5012;1458946800.0;13H 12M 34S
20690;1481929200.0;20:50 PM
15559;17-09-16 16:13:28;
1950;02-02-16 13:14:40;00:00 AM
11651;2016-07-14;13:05 PM
5933;Apr 10 2016;15H 48M 53S
9209;04-06-16 12:16:41;00:00:00
7415;;20:57 PM
6610;21-04-16 17:48:52;00:00:00
18049;Fri 04-Nov-2016;13:13:25
7329;03-05-16 15:10:06;00:00 AM
641;2016-01-11;13:37:46
19107;22-11-16 18:18:23;00:00:00
8061;Sun 15-May-2016;17:55 PM
6047;;13H 11M 46S
1796;1454194800.0;13H 31M 47S
7188;2016-05-01;12H 58M 03S
19160;Nov 23 2016;18H 51M 25S
5487;1459548000.0;19:19 PM
14968;1473199200.0;21:23:51
6861;25-04-16 18:59:20;00:00 AM
18423;Thursday,10 November, 2016;17H 03M 56S
15729;Sep 20 2016;12H 42M 58S
12557;29-07-16 13:32:25;00H 00M 00S
9826;2016-06-14;14:10:47
13941;1471644000.0;21H 12M 17S
9164;Fri 03-Jun-2016;12:52:06
14001;Sunday,21 August, 2016;20:20:58
3254;Feb 24 2016;16:39:08
14627;;00:00 AM
13526;Sunday,14 August, 2016;13H 03M 22S
2548;;12H 48M 03S
20385;12-12-16 19:53:48;00H 00M 00S
10275;Jun 22 2016;11:49:10
18825;1479337200.0;
447;08-01-16 13:02:00;00:00:00
11540;12-07-16 15:46:39;00:00:00
12081;Jul 21 2016;15H 22M 25S
5467;Sat 02-Apr-2016;15H 45M 57S
14891;1473112800.0;17:51:42
14372;Sunday,28 August, 2016;15:57:26
832;Thu 14-Jan-2016;18:47 PM
17277;Friday,21 October, 2016;11:25 AM
13530;14-08-16 13:05:06;00:00 AM
16478;04-10-16 20:24:50;00:00 AM
4762;2016-03-21;18H 39M 15S
6853;Monday,25 April, 2016;18H 02M 22S
7803;Wed 11-May-2016;18:05:56
21046;Dec 23 2016;20:45 PM
11407;1468101600.0;12H 22M 30S
3357;Friday,26 February, 2016;
13268;1470693600.0;20:28 PM
4869;23-03-16 19:43:40;00:00 AM
19869;Dec 4 2016;14:14 PM
13621;Monday,15 August, 2016;17:21 PM
13225;09-08-16 12:05:33;00:00 AM
6312;Sat 16-Apr-2016;18H 54M 21S
15704;2016-09-19;19:08:02
20992;1482361200.0;21H 09M 43S
2467;2016-02-10;21:35:04
5481;Sat 02-Apr-2016;
15921;2016-09-23;18:01:10
3687;2016-03-03;20H 25M 37S
11088;Jul 4 2016;19:49:56
17892;Tue 01-Nov-2016;14:47 PM
7607;;16H 32M 57S
10559;26-06-16 20:21:48;00:00 AM
8156;Mon 16-May-2016;20:03:21
11410;1468101600.0;
17372;2016-10-22;18:57:19
19792;2016-12-03;11:45:17
3187;Tuesday,23 February, 2016;13:27:18
19844;Saturday,03 December, 2016;20:26 PM
18745;Wednesday,16 November, 2016;13:39:21
19335;Saturday,26 November, 2016;16:04 PM
12403;1469484000.0;16:30 PM
2518;1455145200.0;19:02 PM
11839;Jul 17 2016;15:39:46
11388;Saturday,09 July, 2016;19H 27M 00S
20211;2016-12-10;
7960;;00:00:00
1851;01-02-16 11:49:01;00:00:00
2177;Feb 6 2016;11:25:48
8300;2016-05-19;16:04 PM
5315;1459375200.0;12:48:46
9567;Thu 09-Jun-2016;21H 42M 20S
5029;26-03-16 15:55:20;00H 00M 00S
8214;2016-05-17;
5611;Apr 4 2016;19:46 PM
21114;2016-12-26;13H 54M 47S
18603;13-11-16 18:41:53;00:00 AM
8795;28-05-16 11:48:02;00:00:00
8699;1464213600.0;13:54 PM
7534;May 7 2016;
14041;Aug 22 2016;17:53 PM
1818;31-01-16 18:05:33;
17877;2016-10-31;
8342;May 20 2016;14H 18M 05S
19713;2016-12-01;17:59 PM
3854;Sun 06-Mar-2016;18:00 PM
12176;22-07-16 21:58:13;00:00:00
6058;Apr 12 2016;16H 39M 27S
14540;31-08-16 14:48:21;00:00 AM
9517;Thu 09-Jun-2016;12:56 PM
12418;1469484000.0;
8144;Monday,16 May, 2016;18H 04M 46S
3831;06-03-16 13:14:53;00:00 AM
12873;1470175200.0;13:54 PM
21136;2016-12-26;21:12:36
624;;
7324;Tue 03-May-2016;
10037;Jun 17 2016;19H 03M 27S
12934;04-08-16 15:05:39;00:00 AM
13490;2016-08-13;16:48:05
20507;1481670000.0;21H 46M 43S
19118;1479769200.0;21:51 PM
3350;26-02-16 12:16:27;00:00 AM
9122;Thursday,02 June, 2016;15H 19M 03S
11724;Jul 15 2016;16:01:38
19770;;00:00:00
19645;2016-11-30;17:07 PM
12254;2016-07-24;12:32:09
302;Tue 05-Jan-2016;19H 57M 37S
12311;24-07-16 21:02:04;00:00:00
21018;2016-12-23;14:20 PM
15229;Sunday,11 September, 2016;22:41 PM
15367;1473804000.0;13:52 PM
20689;1481929200.0;20H 25M 29S
19797;1480719600.0;12:19:56
20922;Wed 21-Dec-2016;
5944;Apr 10 2016;17:39 PM
4972;2016-03-25;17H 43M 05S
8142;Mon 16-May-2016;17:56 PM
6112;2016-04-13;14:03:46
11097;04-07-16 20:26:22;00:00:00
14021;2016-08-22;13:54 PM
7699;;20:46:07
12074;2016-07-21;13:33 PM
6248;Fri 15-Apr-2016;17H 54M 44S
21237;29-12-16 18:00:28;00:00 AM
19971;2016-12-05;20:06 PM
6930;26-04-16 21:26:22;00:00:00
11229;;00:00:00
12275;1469311200.0;17:11:19
18554;Sat 12-Nov-2016;20:51:27
20516;2016-12-15;12H 19M 14S
5576;2016-04-04;
9900;Wed 15-Jun-2016;16H 48M 03S
5578;1459720800.0;13:58 PM
121;Jan 2 2016;19:38:48
20425;Tuesday,13 December, 2016;17H 21M 59S
2309;Mon 08-Feb-2016;13:06 PM
13605;1471212000.0;15H 01M 37S
14919;Wed 07-Sep-2016;12H 25M 20S
3310;;15H 39M 00S
5089;Sun 27-Mar-2016;16:12:46
1732;Sat 30-Jan-2016;12H 20M 46S
7173;1462053600.0;11H 43M 37S
246;Jan 4 2016;20:30 PM
7782;Wed 11-May-2016;14:21:17
18280;08-11-16 11:50:27;00:00:00
15797;Wed 21-Sep-2016;16H 40M 29S
1597;Jan 27 2016;18:22 PM
15624;Sun 18-Sep-2016;17:25 PM
20443;Tue 13-Dec-2016;
8869;May 29 2016;15H 34M 52S
8376;2016-05-20;19:51 PM
15731;Tuesday,20 September, 2016;13:55:20
20104;2016-12-08;13:08 PM
3425;1456527600.0;
141;2016-01-03;13H 16M 01S
491;Fri 08-Jan-2016;19:01 PM
13094;07-08-16 11:57:20;00H 00M 00S
601;Sun 10-Jan-2016;18:58 PM
5735;2016-04-06;21:12:12
9412;;00H 00M 00S
14002;21-08-16 20:25:29;00:00:00
13540;Sunday,14 August, 2016;14:02 PM
10315;;19H 29M 01S
12724;31-07-16 20:48:13;00H 00M 00S
313;2016-01-06;12:09 PM
4108;Thursday,10 March, 2016;20H 20M 38S
6380;Sun 17-Apr-2016;20:05:48
14206;1472076000.0;17:45:00
4308;Mar 14 2016;13:24:46
11369;2016-07-09;16:39:34
17333;Saturday,22 October, 2016;11H 53M 12S
13723;2016-08-17;12:30 PM
6744;Apr 23 2016;19:51 PM
10580;Jun 27 2016;12:23:19
14976;08-09-16 12:14:45;00:00:00
1483;Jan 25 2016;
17517;24-10-16 23:00:36;00:00 AM
6074;Tue 12-Apr-2016;19:07:03
11995;;19H 27M 03S
13827;Aug 18 2016;20:51:53
2490;Feb 11 2016;13H 58M 36S
18668;Monday,14 November, 2016;20H 22M 06S
9996;Jun 17 2016;11H 48M 19S
10791;Thu 30-Jun-2016;20:46 PM
18807;Thu 17-Nov-2016;13H 43M 54S
20872;2016-12-20;20:02:22
4571;Mar 18 2016;
3963;Mar 8 2016;15:59:35
11167;Wed 06-Jul-2016;12:12:21
6187;Thursday,14 April, 2016;18:03 PM
741;Jan 13 2016;12:49 PM
6684;Fri 22-Apr-2016;20:03:53
19265;Friday,25 November, 2016;17:19 PM
21276;30-12-16 20:40:22;00H 00M 00S
9744;;00:00:00
16784;11-10-16 12:11:50;00:00 AM
4792;22-03-16 14:42:50;00:00:00
17231;Oct 20 2016;13:15 PM
11477;11-07-16 13:22:42;00:00 AM
10498;Saturday,25 June, 2016;19H 22M 18S
333;Wed 06-Jan-2016;14H 16M 36S
14879;Sep 6 2016;15:56 PM
20335;Sunday,11 December, 2016;21H 35M 11S
11672;Thursday,14 July, 2016;18:09:50
12681;1469916000.0;13:52:36
12771;2016-08-01;18H 26M 37S
5753;07-04-16 13:21:46;00:00 AM
12178;Jul 22 2016;
7234;01-05-16 20:30:40;
1188;Jan 20 2016;19H 25M 25S
2349;Feb 8 2016;20H 59M 06S
12674;2016-07-31;13:12 PM
19717;;18:46 PM
13280;1470780000.0;11H 28M 32S
8892;May 29 2016;19:39:34
714;Jan 12 2016;16:55:08
3190;Feb 23 2016;14:24:16
2941;18-02-16 20:27:48;00:00 AM
16636;08-10-16 15:51:02;00:00 AM
19438;Sun 27-Nov-2016;15:46 PM
2549;Fri 12-Feb-2016;13:06:59
8243;18-05-16 15:38:56;
14810;05-09-16 12:15:44;00:00 AM
17943;02-11-16 12:21:13;00:00 AM
9915;2016-06-15;18:14 PM
15223;;21:04:49
80;2016-01-02;12:35:38
19439;Nov 27 2016;15:58 PM
20054;Wed 07-Dec-2016;14H 35M 45S
19498;1480201200.0;20H 59M 24S
857;1452812400.0;13H 01M 53S
13237;Tue 09-Aug-2016;14:37 PM
13916;20-08-16 17:01:25;00H 00M 00S
20646;2016-12-17;12:48:52
20124;Dec 8 2016;17:45 PM
15076;;18:13 PM
578;10-01-16 13:48:49;00:00 AM
15498;Sep 16 2016;14:45:14
19665;;20:19 PM
338;1452034800.0;15H 18M 26S
16883;Oct 14 2016;11:42 AM
14641;2016-09-02;12H 20M 35S
11863;17-07-16 19:04:51;00H 00M 00S
8188;Tuesday,17 May, 2016;
6194;Thursday,14 April, 2016;19H 13M 18S
6126;1460498400.0;17:06:54
16817;2016-10-11;19:11:36
2662;2016-02-13;22H 22M 32S
6215;Fri 15-Apr-2016;13:00 PM
17402;2016-10-23;13H 19M 41S
13643;Monday,15 August, 2016;19H 56M 24S
3200;Tuesday,23 February, 2016;17H 16M 39S
2420;2016-02-10;12:43:17
5111;Sun 27-Mar-2016;18:46:46
19715;;18:03:39
13914;1471644000.0;16:58 PM
12216;2016-07-23;16:41 PM
15054;Friday,09 September, 2016;15:13:21
1514;Tuesday,26 January, 2016;13:51 PM
4902;;15:31:33
6237;Friday,15 April, 2016;16:35:13
2414;2016-02-10;12:10:37
3634;2016-03-02;
14749;Sun 04-Sep-2016;12:32 PM
15672;Monday,19 September, 2016;13:09:49
20403;Tuesday,13 December, 2016;12H 43M 38S
8134;16-05-16 17:09:16;00:00:00
2940;1455750000.0;
19074;Nov 21 2016;22:46 PM
16108;Sep 28 2016;19:47:32
17086;Sunday,16 October, 2016;18:03 PM
10569;26-06-16 22:12:00;00H 00M 00S
19273;;18:43 PM
18278;Mon 07-Nov-2016;22H 52M 19S
5462;Sat 02-Apr-2016;
16328;1475359200.0;13H 13M 47S
17833;2016-10-31;16:46 PM
20789;Dec 19 2016;16H 11M 18S
1620;2016-01-28;11H 38M 50S
17889;Tuesday,01 November, 2016;13:38 PM
15808;2016-09-21;18:01 PM
4568;18-03-16 16:19:49;00:00 AM
4783;;12H 01M 30S
3176;;12:21 PM
14831;Monday,05 September, 2016;16:22:10
21289;1483138800.0;13:07 PM
6771;Apr 24 2016;14:35:56
671;2016-01-11;19:18 PM
2910;18-02-16 14:32:22;00H 00M 00S
15884;;11:42 AM
19896;04-12-16 18:00:37;00H 00M 00S
21169;Tuesday,27 December, 2016;17H 53M 13S
1150;Wednesday,20 January, 2016;12:39:05
4695;;18:04 PM
4062;2016-03-10;12:29:59
6588;1461189600.0;13:21:50
2137;1454626800.0;15:00 PM
13387;1470866400.0;20:02 PM
8998;May 31 2016;17:49 PM
5604;2016-04-04;
10151;Jun 19 2016;19:08:26
11501;Mon 11-Jul-2016;18:36 PM
8053;1463263200.0;17:19 PM
13019;1470348000.0;19H 25M 05S
8273;Wednesday,18 May, 2016;22:09 PM
18442;2016-11-10;
6395;Monday,18 April, 2016;12:41:39
18312;08-11-16 18:01:23;00H 00M 00S
9760;Jun 13 2016;13:26 PM
10500;Jun 25 2016;19:29 PM
16168;29-09-16 21:57:37;00:00:00
13747;Wed 17-Aug-2016;16:58:07
11688;;20H 54M 37S
17026;Sat 15-Oct-2016;19:40:30
18688;Tue 15-Nov-2016;12H 46M 45S
1551;2016-01-26;
9563;09-06-16 20:42:21;00:00 AM
1291;22-01-16 17:20:13;00:00 AM
20269;Sat 10-Dec-2016;22:22:20
6649;Apr 22 2016;13:30:53
13050;1470434400.0;13:33 PM
16827;13-10-16 11:46:35;00:00:00
18120;05-11-16 15:46:04;00:00:00
12911;Thu 04-Aug-2016;11H 26M 07S
16093;28-09-16 17:43:45;00:00:00
10424;Fri 24-Jun-2016;17H 30M 18S
16444;04-10-16 12:45:30;00H 00M 00S
1695;29-01-16 15:11:01;00:00 AM
14169;Wed 24-Aug-2016;20H 28M 22S
15633;Sunday,18 September, 2016;18:20 PM
5589;Monday,04 April, 2016;16H 18M 40S
5260;Mar 30 2016;12H 57M 03S
20618;16-12-16 18:51:51;00:00 AM
13633;2016-08-15;18H 51M 15S
15216;1473544800.0;19H 25M 14S
7711;Tuesday,10 May, 2016;12:31 PM
2101;2016-02-04;19:27:08
7933;1463090400.0;19:02 PM
5650;;16H 25M 44S
18236;Monday,07 November, 2016;16:21:30
17235;1476914400.0;13:44:21
7497;May 6 2016;17:19 PM
20667;2016-12-17;16:32 PM
5310;31-03-16 12:00:51;
13685;Tue 16-Aug-2016;17:04:54
18979;Nov 20 2016;16:03:03
6420;2016-04-18;17:32 PM
4819;1458601200.0;21:58:31
4613;Mar 19 2016;12:57 PM
14701;Sat 03-Sep-2016;13:47:09
14163;Aug 24 2016;18:54:11
4277;Mar 13 2016;
6018;11-04-16 20:10:16;00H 00M 00S
12553;2016-07-29;13:05:31
12733;1470002400.0;12:03:15
6674;Fri 22-Apr-2016;18:31 PM
10959;03-07-16 15:30:41;00H 00M 00S
3668;Thu 03-Mar-2016;17:06 PM
7102;2016-04-29;20:26:25
10718;Jun 29 2016;17:31 PM
6153;;21:56 PM
1737;;13H 41M 21S
17342;Saturday,22 October, 2016;13H 13M 58S
17676;2016-10-28;19H 04M 49S
11772;Saturday,16 July, 2016;14:06:56
9524;Thursday,09 June, 2016;13:48:24
17738;Oct 29 2016;19:40:15
14971;1473199200.0;
2103;2016-02-04;
16788;Tue 11-Oct-2016;
19300;26-11-16 12:05:32;00:00:00
5189;1459116000.0;
13331;Wed 10-Aug-2016;21H 32M 21S
10412;24-06-16 14:36:31;00:00:00
20190;Dec 9 2016;18:29:35
1687;Friday,29 January, 2016;13:39:42
16750;Oct 10 2016;17:12 PM
15416;;12:52:14
4822;2016-03-23;11:31:48
10363;;
12484;2016-07-27;21:48:38
424;1452121200.0;20:01 PM
4143;2016-03-11;15:39:09
19942;Mon 05-Dec-2016;15:40 PM
17766;Oct 30 2016;13:32:31
16396;1475445600.0;15:15 PM
9777;2016-06-13;16:58:52
3103;1456009200.0;16:37:19
14302;27-08-16 12:50:57;00:00:00
11215;Wednesday,06 July, 2016;
4174;11-03-16 22:22:00;00:00:00
15537;Saturday,17 September, 2016;12:30 PM
9393;;12:35 PM
21005;23-12-16 13:00:01;00:00 AM
15218;Sun 11-Sep-2016;19:34 PM
3266;Wednesday,24 February, 2016;18:40:58
8076;1463263200.0;19:13 PM
14636;;11:57:52
18852;Nov 18 2016;13:01 PM
15211;Sunday,11 September, 2016;18:58 PM
4844;Wednesday,23 March, 2016;14:48 PM
12973;Fri 05-Aug-2016;11:44 AM
15150;Saturday,10 September, 2016;20:56:21
13997;Sunday,21 August, 2016;19H 48M 16S
14512;;00H 00M 00S
20826;2016-12-19;21:42:14
2247;;00:00:00
1837;1454194800.0;20:56 PM
9090;01-06-16 20:06:04;00:00:00
5482;2016-04-02;18H 06M 43S
16353;Sunday,02 October, 2016;18H 07M 51S
18653;Monday,14 November, 2016;17:43 PM
11908;Jul 18 2016;15:01 PM
9425;Tuesday,07 June, 2016;18H 02M 14S
4307;Monday,14 March, 2016;13:19 PM
19455;2016-11-27;17:46:30
1233;;00H 00M 00S
7505;Friday,06 May, 2016;18:05:38
11632;13-07-16 19:51:28;00:00:00
20914;21-12-16 16:59:42;00H 00M 00S
15375;Wed 14-Sep-2016;14H 55M 59S
4235;1457823600.0;12:43 PM
1024;2016-01-17;
10101;2016-06-19;11:30 AM
3799;Sat 05-Mar-2016;17H 25M 14S
15878;1474495200.0;21:03 PM
835;Thursday,14 January, 2016;
16709;Oct 9 2016;20H 40M 33S
17768;Sunday,30 October, 2016;13H 40M 09S
3917;07-03-16 19:31:49;00H 00M 00S
8495;2016-05-22;19H 39M 52S
7916;Fri 13-May-2016;16H 10M 06S
7238;Sun 01-May-2016;21:30:15
14747;1472940000.0;
73;Jan 2 2016;11H 58M 56S
7871;12-05-16 19:28:52;00H 00M 00S
19968;Monday,05 December, 2016;
21296;Dec 31 2016;15:13:40
9828;;00:00:00
15317;Tue 13-Sep-2016;16H 05M 09S
4503;2016-03-17;17:03:36
1598;;18:31 PM
8202;Tue 17-May-2016;18:41 PM
2090;Feb 4 2016;17:17 PM
9783;2016-06-13;
8174;Tuesday,17 May, 2016;13:11:38
14131;;
16879;2016-10-13;20:51 PM
6051;1460412000.0;14:44:11
18887;1479510000.0;11:53 AM
7760;2016-05-10;22:16 PM
15062;Fri 09-Sep-2016;16H 53M 32S
15066;Fri 09-Sep-2016;17:10 PM
9925;1465941600.0;20:09 PM
3642;1456959600.0;12:24:18
12869;Wednesday,03 August, 2016;13H 24M 12S
10250;;17:19:05
12653;Sat 30-Jul-2016;
5844;Friday,08 April, 2016;18:05:09
2591;12-02-16 20:39:09;00H 00M 00S
16269;Saturday,01 October, 2016;15H 08M 24S
19473;1480201200.0;19:05:54
15435;Sep 15 2016;16:08:22
7236;1462053600.0;21:05:51
19892;1480806000.0;17:45:28
208;Monday,04 January, 2016;12:12:05
2654;Feb 13 2016;21H 05M 06S
839;2016-01-14;20:40 PM
13126;;18H 39M 27S
10518;2016-06-26;12:46:24
7433;2016-05-05;16:11 PM
17251;Oct 20 2016;17H 42M 03S
16901;Friday,14 October, 2016;13H 06M 46S
15795;2016-09-21;16:33 PM
2905;1455750000.0;13H 32M 59S
13546;Sun 14-Aug-2016;
19182;2016-11-24;
13892;1471644000.0;11:45:35
15365;;00:00 AM
4575;Mar 18 2016;17:27:18
2537;Feb 12 2016;11H 17M 06S
17539;Tuesday,25 October, 2016;15:15:21
2304;Feb 8 2016;12:22 PM
2809;1455577200.0;17H 47M 25S
1998;1454454000.0;11H 47M 03S
20909;;16H 06M 43S
18453;Nov 11 2016;
8455;May 22 2016;12H 52M 03S
5426;2016-04-01;19:39:53
6683;22-04-16 19:18:45;00:00 AM
10371;Thu 23-Jun-2016;18H 46M 08S
2671;1455404400.0;13H 17M 44S
9189;03-06-16 17:08:46;
4036;Wed 09-Mar-2016;17:56 PM
6627;;20:04:22
6728;Saturday,23 April, 2016;17:31:49
12790;Monday,01 August, 2016;
8632;May 24 2016;22:52 PM
15611;;13:37:54
19930;Dec 5 2016;12H 57M 34S
19238;25-11-16 12:24:38;00:00:00
13151;Sunday,07 August, 2016;22:20 PM
7586;Sunday,08 May, 2016;12:08 PM
8334;;13:34:57
3049;Feb 20 2016;17:49 PM
767;2016-01-13;
6352;Sunday,17 April, 2016;14H 27M 00S
14750;2016-09-04;12H 37M 27S
10137;Sun 19-Jun-2016;16:33 PM
5980;Apr 11 2016;13:41 PM
4987;;20H 34M 13S
5754;2016-04-07;13:34:08
2532;2016-02-11;20H 33M 15S
13796;Aug 18 2016;14:11 PM
1828;Sunday,31 January, 2016;19:12 PM
15593;1474149600.0;11:48 AM
9965;2016-06-16;
16046;Tuesday,27 September, 2016;20H 14M 14S
9190;Jun 3 2016;17:11:11
8585;2016-05-24;13:25 PM
6059;;16:55:25
19979;05-12-16 22:25:14;
1691;;
5197;Tue 29-Mar-2016;
17404;2016-10-23;13:34:07
354;Jan 6 2016;18H 01M 44S
18228;07-11-16 14:37:06;00:00 AM
19486;Nov 27 2016;20:13:06
16117;2016-09-29;
9319;Sunday,05 June, 2016;20H 19M 04S
1919;2016-02-01;20H 03M 59S
13637;1471212000.0;19H 30M 28S
11294;Friday,08 July, 2016;
364;Wednesday,06 January, 2016;19H 27M 24S
12054;;19H 46M 34S
16416;03-10-16 18:35:19;00H 00M 00S
12461;27-07-16 16:12:12;00:00:00
17125;Mon 17-Oct-2016;16:04:27
15256;Mon 12-Sep-2016;16:46 PM
12078;1469052000.0;14H 31M 56S
14778;2016-09-04;17H 50M 21S
20529;;14H 05M 44S
5430;Apr 1 2016;20:08 PM
12121;22-07-16 12:11:14;00H 00M 00S
5068;27-03-16 12:29:40;00:00:00
3779;1457132400.0;
13948;Aug 21 2016;12:18 PM
17409;23-10-16 14:18:03;00:00:00
7945;May 13 2016;22:23 PM
14311;Aug 27 2016;14H 29M 58S
10597;1466978400.0;
16596;07-10-16 18:18:56;00:00 AM
17330;1477087200.0;11:32:06
13663;Monday,15 August, 2016;
14679;Friday,02 September, 2016;20:47:54
13955;2016-08-21;12:56:28
7411;May 4 2016;19H 44M 10S
12440;2016-07-27;12:12 PM
7046;28-04-16 19:06:23;00:00 AM
9844;Jun 14 2016;
9675;Jun 11 2016;18H 42M 40S
716;Tue 12-Jan-2016;17H 06M 05S
8015;2016-05-15;11:25:33
20114;Thu 08-Dec-2016;15:21:00
8103;;00H 00M 00S
3994;Mar 8 2016;20:30:09
2238;1454713200.0;21:38 PM
12445;Wednesday,27 July, 2016;13:04:28
16645;;
5415;01-04-16 18:05:33;00:00:00
12249;1469311200.0;11H 48M 17S
12611;Sat 30-Jul-2016;13:03:59
17362;Sat 22-Oct-2016;17:20 PM
7793;Wed 11-May-2016;17H 05M 14S
18678;Nov 14 2016;21:57:58
11508;11-07-16 19:51:12;00H 00M 00S
1850;2016-02-01;11:44 AM
14092;Tuesday,23 August, 2016;15:48:02
20574;Dec 16 2016;
10046;1466200800.0;11H 29M 19S
1004;Sun 17-Jan-2016;17H 44M 05S
7873;Thursday,12 May, 2016;19:58:03
2750;2016-02-15;17:26 PM
7482;06-05-16 13:47:17;00H 00M 00S
13471;Sat 13-Aug-2016;13:11:08
1700;29-01-16 16:07:41;00:00 AM
20466;14-12-16 12:53:16;00:00:00
9684;11-06-16 20:12:31;00:00:00
14819;Sep 5 2016;14:08:17
11519;Jul 11 2016;
16322;Oct 2 2016;12H 08M 23S
5369;Thu 31-Mar-2016;22:05 PM
663;Jan 11 2016;17:29:14
2938;18-02-16 20:07:26;00H 00M 00S
9362;Mon 06-Jun-2016;18:02:38
1952;1454367600.0;13H 41M 46S
19634;2016-11-30;15H 35M 33S
523;Sat 09-Jan-2016;14:42:14
11189;Jul 6 2016;
14359;Aug 28 2016;13:09 PM
13267;1470693600.0;20:10:12
2696;Sunday,14 February, 2016;18:32:58
19082;;13:48:27
6971;Wed 27-Apr-2016;16H 40M 45S
11719;2016-07-15;15H 36M 23S
2085;2016-02-04;16:16:36
3989;Tuesday,08 March, 2016;19H 53M 16S
10811;Jul 1 2016;13:23:07
18832;Thu 17-Nov-2016;20:24 PM
7984;14-05-16 17:42:25;00:00:00
463;;00:00 AM
6055;Apr 12 2016;15H 39M 22S
76;Saturday,02 January, 2016;12:21:17
9911;Wed 15-Jun-2016;17H 57M 57S
1678;29-01-16 13:06:51;00:00 AM
7809;2016-05-11;19:17:30
8138;2016-05-16;17:30:07
7725;May 10 2016;15H 45M 52S
10557;2016-06-26;19H 57M 01S
20319;Sun 11-Dec-2016;19H 03M 41S
15768;Tue 20-Sep-2016;21:53 PM
16637;;16H 09M 04S
1591;Wed 27-Jan-2016;18:00 PM
19982;Tuesday,06 December, 2016;12H 59M 25S
3816;;12H 05M 44S
5059;Sat 26-Mar-2016;20:25:19
11277;2016-07-08;
8507;;21:32 PM
12896;;19:04 PM
7417;Thu 05-May-2016;11:38:01
