order_id,date,time,pizzas,day
6246,15/04/2015,17:47:24,"['bbq_ckn_m', 'hawaiian_m']",Wednesday
6247,15/04/2015,17:49:51,"['napolitana_m', 'spinach_supr_l']",Wednesday
6248,15/04/2015,17:54:44,"['four_cheese_l', 'peppr_salami_l', 'spicy_ital_m', 'thai_ckn_l']",Wednesday
6249,15/04/2015,17:57:27,"['ital_cpcllo_l', 'the_greek_l']",Wednesday
6250,15/04/2015,18:01:40,"['big_meat_s', 'pepperoni_l', 'southw_ckn_l']",Wednesday
6251,15/04/2015,18:10:38,['southw_ckn_m'],Wednesday
6252,15/04/2015,18:15:48,"['bbq_ckn_m', 'ital_cpcllo_l', 'mediterraneo_s', 'southw_ckn_s']",Wednesday
6253,15/04/2015,18:24:26,"['cali_ckn_m', 'cali_ckn_s', 'pep_msh_pep_l']",Wednesday
6254,15/04/2015,18:29:41,"['calabrese_l', 'ital_veggie_m', 'veggie_veg_l']",Wednesday
6255,15/04/2015,18:36:42,"['bbq_ckn_m', 'cali_ckn_m', 'ckn_alfredo_m']",Wednesday
6256,15/04/2015,18:41:15,"['pep_msh_pep_l', 'sicilian_m']",Wednesday
6257,15/04/2015,18:49:37,"['big_meat_s', 'ckn_alfredo_s']",Wednesday
6258,15/04/2015,19:09:53,"['brie_carre_s', 'thai_ckn_m']",Wednesday
6259,15/04/2015,19:16:07,"['mexicana_l', 'pepperoni_s', 'spicy_ital_s']",Wednesday
6260,15/04/2015,19:18:13,"['hawaiian_s', 'peppr_salami_l']",Wednesday
6261,15/04/2015,19:28:32,['peppr_salami_s'],Wednesday
6262,15/04/2015,19:37:26,"['big_meat_s', 'cali_ckn_l', 'spinach_supr_l']",Wednesday
6263,15/04/2015,19:44:59,['four_cheese_l'],Wednesday
6264,15/04/2015,19:49:22,['ital_cpcllo_l'],Wednesday
6265,15/04/2015,20:03:24,"['spicy_ital_m', 'spinach_supr_m']",Wednesday
6266,15/04/2015,21:01:47,"['spinach_fet_l', 'veggie_veg_m']",Wednesday
6267,15/04/2015,21:31:28,['calabrese_m'],Wednesday
6268,15/04/2015,22:15:32,"['ckn_alfredo_s', 'sicilian_s']",Wednesday
6269,15/04/2015,22:16:49,['hawaiian_l'],Wednesday
6270,15/04/2015,22:19:48,['thai_ckn_m'],Wednesday
6271,16/04/2015,11:25:39,"['bbq_ckn_m', 'classic_dlx_m']",Thursday
6272,16/04/2015,11:50:33,['pepperoni_l'],Thursday
6273,16/04/2015,11:51:39,"['bbq_ckn_s', 'five_cheese_l', 'peppr_salami_l', 'the_greek_m']",Thursday
6274,16/04/2015,12:16:47,['pep_msh_pep_s'],Thursday
6275,16/04/2015,12:26:35,"['big_meat_s', 'mexicana_l', 'sicilian_s']",Thursday
6276,16/04/2015,12:30:22,"['big_meat_s', 'classic_dlx_m', 'prsc_argla_m', 'thai_ckn_l']",Thursday
6277,16/04/2015,12:46:53,['ital_supr_m'],Thursday
6278,16/04/2015,12:52:09,"['big_meat_s', 'cali_ckn_l', 'classic_dlx_m', 'ital_supr_l', 'spicy_ital_l', 'thai_ckn_l', 'veggie_veg_s']",Thursday
6279,16/04/2015,12:52:11,['the_greek_l'],Thursday
6280,16/04/2015,13:09:55,"['big_meat_s', 'ckn_pesto_s', 'mediterraneo_s', 'spin_pesto_s']",Thursday
6281,16/04/2015,13:29:53,['ital_supr_m'],Thursday
6282,16/04/2015,13:49:08,['southw_ckn_l'],Thursday
6283,16/04/2015,13:55:58,"['bbq_ckn_l', 'mediterraneo_l', 'prsc_argla_m']",Thursday
6284,16/04/2015,13:59:16,['mexicana_m'],Thursday
6285,16/04/2015,14:23:35,"['hawaiian_l', 'napolitana_s', 'sicilian_s', 'soppressata_s']",Thursday
6286,16/04/2015,14:26:22,['peppr_salami_m'],Thursday
6287,16/04/2015,14:43:47,['classic_dlx_m'],Thursday
6288,16/04/2015,15:17:46,"['four_cheese_l', 'spicy_ital_l']",Thursday
6289,16/04/2015,15:20:11,"['big_meat_s', 'ckn_pesto_s', 'napolitana_m', 'prsc_argla_m']",Thursday
6290,16/04/2015,15:21:37,"['cali_ckn_s', 'spicy_ital_s']",Thursday
6291,16/04/2015,15:51:06,"['brie_carre_s', 'ckn_pesto_m']",Thursday
6292,16/04/2015,16:22:59,['veggie_veg_l'],Thursday
6293,16/04/2015,16:26:06,['napolitana_s'],Thursday
6294,16/04/2015,16:38:04,"['big_meat_s', 'four_cheese_m', 'ital_supr_m', 'veggie_veg_m']",Thursday
6295,16/04/2015,16:39:50,"['classic_dlx_m', 'ital_supr_l', 'thai_ckn_s', 'veggie_veg_m']",Thursday
6296,16/04/2015,16:49:12,"['hawaiian_s', 'napolitana_s', 'pepperoni_l', 'spinach_fet_l']",Thursday
6297,16/04/2015,17:00:11,"['calabrese_m', 'veggie_veg_m']",Thursday
6298,16/04/2015,17:02:51,['soppressata_s'],Thursday
6299,16/04/2015,17:03:09,['ital_supr_l'],Thursday
6300,16/04/2015,17:07:44,"['five_cheese_l', 'four_cheese_l', 'hawaiian_l', 'veggie_veg_m']",Thursday
6301,16/04/2015,17:22:48,"['classic_dlx_s', 'southw_ckn_l']",Thursday
6302,16/04/2015,17:23:19,['thai_ckn_s'],Thursday
6303,16/04/2015,17:31:26,"['bbq_ckn_l', 'napolitana_l']",Thursday
6304,16/04/2015,17:32:27,"['calabrese_m', 'cali_ckn_s', 'hawaiian_s', 'thai_ckn_s']",Thursday
6305,16/04/2015,17:52:15,['ckn_pesto_l'],Thursday
6306,16/04/2015,18:00:11,"['four_cheese_l', 'napolitana_m', 'thai_ckn_m']",Thursday
6307,16/04/2015,18:08:49,"['big_meat_s', 'hawaiian_s']",Thursday
6308,16/04/2015,18:18:22,"['napolitana_l', 'sicilian_s']",Thursday
6309,16/04/2015,18:40:57,['four_cheese_l'],Thursday
6310,16/04/2015,18:44:40,"['classic_dlx_s', 'spinach_supr_l', 'spinach_supr_s']",Thursday
6311,16/04/2015,18:48:31,"['mediterraneo_l', 'the_greek_l']",Thursday
6312,16/04/2015,18:54:21,"['cali_ckn_m', 'ckn_alfredo_m']",Thursday
6313,16/04/2015,18:54:52,['ital_supr_m'],Thursday
6314,16/04/2015,19:02:20,"['cali_ckn_m', 'hawaiian_s', 'pep_msh_pep_s', 'pepperoni_m']",Thursday
6315,16/04/2015,19:15:37,['pepperoni_s'],Thursday
6316,16/04/2015,19:53:30,['spinach_supr_l'],Thursday
6317,16/04/2015,19:54:31,"['four_cheese_m', 'mexicana_l', 'pepperoni_s']",Thursday
6318,16/04/2015,20:06:50,"['hawaiian_s', 'ital_supr_l']",Thursday
6319,16/04/2015,20:46:19,"['cali_ckn_m', 'napolitana_s', 'sicilian_m', 'veggie_veg_m']",Thursday
6320,16/04/2015,21:33:10,"['ckn_pesto_l', 'sicilian_s']",Thursday
6321,16/04/2015,22:04:26,"['bbq_ckn_m', 'ital_cpcllo_l']",Thursday
6322,16/04/2015,22:12:57,"['mexicana_l', 'thai_ckn_l']",Thursday
6323,16/04/2015,22:16:42,"['southw_ckn_l', 'the_greek_s']",Thursday
6324,16/04/2015,22:29:31,['sicilian_m'],Thursday
6325,16/04/2015,22:45:56,"['ital_cpcllo_l', 'pepperoni_m', 'prsc_argla_m']",Thursday
6326,17/04/2015,11:29:27,['bbq_ckn_l'],Friday
6327,17/04/2015,11:36:44,['the_greek_xl'],Friday
6328,17/04/2015,11:54:10,['southw_ckn_m'],Friday
6329,17/04/2015,12:02:43,"['bbq_ckn_m', 'cali_ckn_m', 'five_cheese_l', 'prsc_argla_l', 'soppressata_l']",Friday
6330,17/04/2015,12:08:04,"['classic_dlx_s', 'spicy_ital_l', 'spicy_ital_s']",Friday
6331,17/04/2015,12:16:50,"['big_meat_s', 'cali_ckn_l', 'five_cheese_l', 'spin_pesto_l']",Friday
6332,17/04/2015,12:18:34,['green_garden_s'],Friday
6333,17/04/2015,12:19:55,"['ckn_alfredo_m', 'five_cheese_l', 'mediterraneo_m', 'napolitana_l']",Friday
6334,17/04/2015,12:21:22,"['hawaiian_s', 'ital_supr_m', 'napolitana_l']",Friday
6335,17/04/2015,12:29:54,"['classic_dlx_m', 'hawaiian_l', 'mediterraneo_m', 'mexicana_m', 'sicilian_l', 'veggie_veg_m']",Friday
6336,17/04/2015,12:35:12,"['pepperoni_m', 'southw_ckn_l']",Friday
6337,17/04/2015,12:37:51,"['bbq_ckn_l', 'big_meat_s', 'ckn_pesto_m', 'classic_dlx_m', 'four_cheese_l', 'hawaiian_s', 'ital_veggie_l', 'pep_msh_pep_l', 'pep_msh_pep_m', 'spicy_ital_s', 'spin_pesto_l', 'thai_ckn_l']",Friday
6338,17/04/2015,12:59:35,['hawaiian_l'],Friday
6339,17/04/2015,13:02:03,['thai_ckn_l'],Friday
6340,17/04/2015,13:05:35,['hawaiian_s'],Friday
6341,17/04/2015,13:06:06,['sicilian_m'],Friday
6342,17/04/2015,13:21:00,"['hawaiian_s', 'ital_veggie_s', 'mexicana_l', 'spinach_fet_m']",Friday
6343,17/04/2015,13:36:02,['spin_pesto_m'],Friday
6344,17/04/2015,13:51:06,['four_cheese_l'],Friday
6345,17/04/2015,13:52:31,['mexicana_l'],Friday
6346,17/04/2015,13:53:38,['cali_ckn_s'],Friday
6347,17/04/2015,13:56:42,"['peppr_salami_s', 'spicy_ital_l', 'thai_ckn_m', 'veggie_veg_s']",Friday
6348,17/04/2015,13:57:41,['thai_ckn_s'],Friday
6349,17/04/2015,14:03:15,['veggie_veg_s'],Friday
6350,17/04/2015,14:11:12,['green_garden_m'],Friday
6351,17/04/2015,14:15:58,"['cali_ckn_l', 'hawaiian_l', 'sicilian_m', 'spicy_ital_l']",Friday
6352,17/04/2015,14:27:00,"['thai_ckn_s', 'veggie_veg_s']",Friday
6353,17/04/2015,14:29:01,['sicilian_s'],Friday
6354,17/04/2015,14:47:43,"['four_cheese_l', 'hawaiian_s', 'pepperoni_m']",Friday
6355,17/04/2015,14:59:17,"['big_meat_s', 'cali_ckn_m', 'five_cheese_l', 'pepperoni_s']",Friday
6356,17/04/2015,15:48:53,['ital_veggie_l'],Friday
6357,17/04/2015,17:19:15,"['bbq_ckn_m', 'pepperoni_m', 'veggie_veg_l']",Friday
6358,17/04/2015,17:20:28,"['ital_cpcllo_m', 'ital_veggie_m', 'southw_ckn_l']",Friday
6359,17/04/2015,17:20:41,['soppressata_l'],Friday
6360,17/04/2015,17:22:07,"['napolitana_m', 'pep_msh_pep_s', 'peppr_salami_m', 'spin_pesto_s']",Friday
6361,17/04/2015,17:45:19,['spinach_fet_s'],Friday
6362,17/04/2015,17:48:32,['bbq_ckn_s'],Friday
6363,17/04/2015,17:54:34,"['cali_ckn_l', 'pep_msh_pep_m', 'peppr_salami_l', 'soppressata_s']",Friday
6364,17/04/2015,17:56:46,"['bbq_ckn_l', 'ital_cpcllo_l', 'ital_supr_l', 'ital_supr_m']",Friday
6365,17/04/2015,17:59:57,['soppressata_m'],Friday
6366,17/04/2015,18:01:10,"['napolitana_s', 'spicy_ital_m', 'spinach_supr_l']",Friday
6367,17/04/2015,18:08:31,"['classic_dlx_m', 'hawaiian_l', 'ital_cpcllo_l', 'peppr_salami_m']",Friday
6368,17/04/2015,18:15:56,"['calabrese_m', 'mexicana_l']",Friday
6369,17/04/2015,18:16:41,"['ital_cpcllo_s', 'mexicana_m', 'the_greek_m', 'the_greek_xl']",Friday
6370,17/04/2015,18:33:12,"['green_garden_m', 'napolitana_s', 'sicilian_m']",Friday
6371,17/04/2015,18:45:39,"['green_garden_s', 'veggie_veg_l']",Friday
6372,17/04/2015,18:53:17,"['ckn_pesto_l', 'thai_ckn_l']",Friday
6373,17/04/2015,19:13:22,['brie_carre_s'],Friday
6374,17/04/2015,19:26:02,['ital_supr_m'],Friday
6375,17/04/2015,19:38:31,['classic_dlx_l'],Friday
6376,17/04/2015,19:41:33,"['bbq_ckn_m', 'calabrese_m', 'mexicana_l', 'prsc_argla_s']",Friday
6377,17/04/2015,19:43:06,"['four_cheese_l', 'green_garden_s', 'sicilian_s', 'southw_ckn_s']",Friday
6378,17/04/2015,19:44:08,"['classic_dlx_m', 'pep_msh_pep_s']",Friday
6379,17/04/2015,19:54:45,"['mexicana_m', 'southw_ckn_l']",Friday
6380,17/04/2015,20:05:48,"['cali_ckn_m', 'southw_ckn_l']",Friday
6381,17/04/2015,20:07:59,"['calabrese_s', 'cali_ckn_m', 'peppr_salami_l', 'soppressata_l']",Friday
6382,17/04/2015,20:10:12,"['five_cheese_l', 'southw_ckn_m']",Friday
6383,17/04/2015,20:35:48,"['ckn_pesto_s', 'prsc_argla_m', 'sicilian_s', 'southw_ckn_m']",Friday
6384,17/04/2015,20:59:30,"['prsc_argla_s', 'sicilian_m']",Friday
6385,17/04/2015,21:09:58,['bbq_ckn_l'],Friday
6386,17/04/2015,21:11:36,"['four_cheese_l', 'veggie_veg_m']",Friday
6387,17/04/2015,21:36:59,"['prsc_argla_m', 'southw_ckn_l', 'thai_ckn_l', 'thai_ckn_m']",Friday
6388,17/04/2015,22:34:23,"['four_cheese_m', 'spicy_ital_m']",Friday
6389,17/04/2015,22:50:37,"['four_cheese_m', 'southw_ckn_s', 'the_greek_xl', 'veggie_veg_s']",Friday
6390,18/04/2015,11:54:14,"['peppr_salami_m', 'prsc_argla_m', 'spicy_ital_l', 'veggie_veg_m']",Saturday
6391,18/04/2015,11:58:00,"['ital_supr_m', 'southw_ckn_l']",Saturday
6392,18/04/2015,12:21:56,"['bbq_ckn_l', 'calabrese_m', 'ckn_pesto_m', 'hawaiian_s', 'ital_supr_m', 'ital_veggie_m', 'mexicana_m', 'pepperoni_m', 'peppr_salami_l', 'peppr_salami_s', 'thai_ckn_m', 'veggie_veg_s']",Saturday
6393,18/04/2015,12:28:51,['green_garden_m'],Saturday
6394,18/04/2015,12:39:57,"['hawaiian_l', 'mexicana_l', 'soppressata_l']",Saturday
6395,18/04/2015,12:41:39,"['classic_dlx_m', 'ital_supr_m']",Saturday
6396,18/04/2015,12:51:20,['thai_ckn_m'],Saturday
6397,18/04/2015,12:59:57,['ital_cpcllo_s'],Saturday
6398,18/04/2015,13:01:41,['pep_msh_pep_l'],Saturday
6399,18/04/2015,13:02:33,['sicilian_m'],Saturday
6400,18/04/2015,13:05:06,"['cali_ckn_m', 'four_cheese_m', 'pep_msh_pep_m', 'prsc_argla_s']",Saturday
6401,18/04/2015,13:06:26,"['big_meat_s', 'classic_dlx_s']",Saturday
6402,18/04/2015,13:21:28,['green_garden_s'],Saturday
6403,18/04/2015,13:24:53,['thai_ckn_l'],Saturday
6404,18/04/2015,13:49:20,"['ckn_pesto_s', 'classic_dlx_l', 'peppr_salami_l', 'spicy_ital_s']",Saturday
6405,18/04/2015,14:36:34,['southw_ckn_l'],Saturday
6406,18/04/2015,14:53:54,['ital_veggie_s'],Saturday
6407,18/04/2015,15:04:00,"['ital_cpcllo_s', 'spin_pesto_s']",Saturday
6408,18/04/2015,15:09:16,"['five_cheese_l', 'pep_msh_pep_s']",Saturday
6409,18/04/2015,15:37:42,['big_meat_s'],Saturday
6410,18/04/2015,15:55:03,"['classic_dlx_s', 'ital_supr_m']",Saturday
6411,18/04/2015,16:15:28,"['ital_supr_m', 'veggie_veg_m']",Saturday
6412,18/04/2015,16:18:14,"['big_meat_s', 'spinach_fet_s']",Saturday
6413,18/04/2015,16:18:57,"['spin_pesto_s', 'the_greek_xl']",Saturday
6414,18/04/2015,16:29:38,"['calabrese_m', 'southw_ckn_l']",Saturday
6415,18/04/2015,16:51:50,"['big_meat_s', 'calabrese_m', 'sicilian_l', 'thai_ckn_l']",Saturday
6416,18/04/2015,17:00:58,"['brie_carre_s', 'soppressata_l']",Saturday
6417,18/04/2015,17:02:17,['the_greek_s'],Saturday
6418,18/04/2015,17:10:23,"['big_meat_s', 'ital_supr_l', 'mexicana_l']",Saturday
6419,18/04/2015,17:12:20,"['four_cheese_l', 'soppressata_m', 'the_greek_s']",Saturday
6420,18/04/2015,17:32:18,"['five_cheese_l', 'hawaiian_s']",Saturday
6421,18/04/2015,17:35:51,"['ckn_alfredo_l', 'five_cheese_l', 'four_cheese_l', 'mexicana_m', 'southw_ckn_l']",Saturday
6422,18/04/2015,17:37:21,['ital_veggie_m'],Saturday
6423,18/04/2015,17:42:38,"['bbq_ckn_l', 'pep_msh_pep_s', 'spicy_ital_l', 'spinach_fet_l']",Saturday
6424,18/04/2015,17:47:19,"['classic_dlx_m', 'thai_ckn_s']",Saturday
6425,18/04/2015,17:48:43,['thai_ckn_l'],Saturday
6426,18/04/2015,18:23:27,['hawaiian_s'],Saturday
6427,18/04/2015,18:25:04,"['bbq_ckn_m', 'ital_veggie_l', 'ital_veggie_m']",Saturday
6428,18/04/2015,18:44:13,"['spinach_fet_l', 'thai_ckn_s', 'the_greek_xl']",Saturday
6429,18/04/2015,18:47:41,"['big_meat_s', 'hawaiian_l', 'ital_supr_m', 'thai_ckn_m']",Saturday
6430,18/04/2015,19:05:40,"['cali_ckn_s', 'four_cheese_l']",Saturday
6431,18/04/2015,19:16:07,"['five_cheese_l', 'spicy_ital_s', 'thai_ckn_m']",Saturday
6432,18/04/2015,19:20:37,"['bbq_ckn_l', 'four_cheese_l']",Saturday
6433,18/04/2015,19:23:36,"['cali_ckn_m', 'the_greek_l']",Saturday
6434,18/04/2015,19:43:06,"['bbq_ckn_l', 'bbq_ckn_m']",Saturday
6435,18/04/2015,19:44:55,['the_greek_xl'],Saturday
6436,18/04/2015,19:52:25,['soppressata_l'],Saturday
6437,18/04/2015,19:53:57,['sicilian_s'],Saturday
6438,18/04/2015,19:56:28,"['mexicana_m', 'southw_ckn_l']",Saturday
6439,18/04/2015,20:05:03,['napolitana_l'],Saturday
6440,18/04/2015,20:06:42,['spinach_fet_l'],Saturday
6441,18/04/2015,20:36:44,['green_garden_m'],Saturday
6442,18/04/2015,20:39:10,['veggie_veg_m'],Saturday
6443,18/04/2015,20:41:51,"['green_garden_s', 'ital_veggie_s', 'prsc_argla_m']",Saturday
6444,18/04/2015,20:50:24,"['big_meat_s', 'cali_ckn_s']",Saturday
6445,18/04/2015,20:56:07,"['calabrese_s', 'napolitana_m']",Saturday
6446,18/04/2015,20:56:37,"['spicy_ital_l', 'veggie_veg_l']",Saturday
6447,18/04/2015,20:57:04,"['five_cheese_l', 'thai_ckn_l']",Saturday
6448,18/04/2015,20:59:51,"['bbq_ckn_s', 'peppr_salami_l', 'soppressata_s']",Saturday
6449,18/04/2015,21:13:20,['big_meat_s'],Saturday
6450,18/04/2015,21:52:50,"['bbq_ckn_l', 'calabrese_l']",Saturday
6451,18/04/2015,22:38:12,"['cali_ckn_m', 'mediterraneo_l']",Saturday
6452,19/04/2015,11:34:28,"['hawaiian_s', 'sicilian_s']",Sunday
6453,19/04/2015,11:48:16,['mediterraneo_l'],Sunday
6454,19/04/2015,11:49:01,['classic_dlx_l'],Sunday
6455,19/04/2015,12:04:37,['veggie_veg_m'],Sunday
6456,19/04/2015,12:16:06,['big_meat_s'],Sunday
6457,19/04/2015,12:49:21,"['calabrese_m', 'peppr_salami_m', 'southw_ckn_l']",Sunday
6458,19/04/2015,13:18:38,['sicilian_m'],Sunday
6459,19/04/2015,13:44:48,"['classic_dlx_m', 'mediterraneo_l', 'southw_ckn_m']",Sunday
6460,19/04/2015,13:51:27,['ckn_pesto_s'],Sunday
6461,19/04/2015,13:53:56,['southw_ckn_m'],Sunday
6462,19/04/2015,14:01:33,['spinach_fet_m'],Sunday
6463,19/04/2015,14:21:48,"['five_cheese_l', 'mexicana_l', 'napolitana_s', 'pep_msh_pep_m', 'pepperoni_m', 'peppr_salami_l', 'thai_ckn_l']",Sunday
6464,19/04/2015,14:33:07,"['hawaiian_s', 'spinach_fet_m']",Sunday
6465,19/04/2015,15:01:12,"['big_meat_s', 'hawaiian_s']",Sunday
6466,19/04/2015,15:03:15,"['ital_cpcllo_l', 'ital_supr_m', 'peppr_salami_l']",Sunday
6467,19/04/2015,15:05:11,"['ital_veggie_l', 'spin_pesto_s']",Sunday
6468,19/04/2015,15:20:03,['green_garden_s'],Sunday
6469,19/04/2015,15:21:55,['ckn_alfredo_m'],Sunday
6470,19/04/2015,15:27:14,"['bbq_ckn_m', 'cali_ckn_s', 'hawaiian_m', 'pep_msh_pep_m']",Sunday
6471,19/04/2015,15:34:13,['four_cheese_m'],Sunday
6472,19/04/2015,15:59:32,"['cali_ckn_m', 'mediterraneo_m']",Sunday
6473,19/04/2015,16:17:45,['hawaiian_s'],Sunday
6474,19/04/2015,16:20:01,['sicilian_s'],Sunday
6475,19/04/2015,16:32:26,"['five_cheese_l', 'ital_cpcllo_l']",Sunday
6476,19/04/2015,16:41:05,['southw_ckn_l'],Sunday
6477,19/04/2015,17:01:39,['classic_dlx_l'],Sunday
6478,19/04/2015,17:06:14,['four_cheese_l'],Sunday
6479,19/04/2015,17:06:48,"['mexicana_l', 'sicilian_l']",Sunday
6480,19/04/2015,17:21:16,"['big_meat_s', 'cali_ckn_m']",Sunday
6481,19/04/2015,17:32:22,"['cali_ckn_m', 'cali_ckn_s']",Sunday
6482,19/04/2015,17:33:28,"['classic_dlx_m', 'peppr_salami_m', 'soppressata_l', 'spinach_supr_m']",Sunday
6483,19/04/2015,17:55:53,['spinach_fet_s'],Sunday
6484,19/04/2015,18:06:51,"['bbq_ckn_l', 'prsc_argla_s', 'veggie_veg_m']",Sunday
6485,19/04/2015,18:12:04,['ital_supr_l'],Sunday
6486,19/04/2015,18:28:03,"['calabrese_m', 'soppressata_s']",Sunday
6487,19/04/2015,18:28:15,"['five_cheese_l', 'peppr_salami_m']",Sunday
6488,19/04/2015,18:51:40,"['bbq_ckn_m', 'pep_msh_pep_m']",Sunday
6489,19/04/2015,18:55:07,"['pep_msh_pep_m', 'veggie_veg_s']",Sunday
6490,19/04/2015,19:06:19,"['classic_dlx_m', 'hawaiian_s', 'ital_cpcllo_m']",Sunday
6491,19/04/2015,19:06:38,['hawaiian_l'],Sunday
6492,19/04/2015,19:19:54,['bbq_ckn_m'],Sunday
6493,19/04/2015,19:23:16,['peppr_salami_s'],Sunday
6494,19/04/2015,19:34:42,['big_meat_s'],Sunday
6495,19/04/2015,19:45:58,"['big_meat_s', 'five_cheese_l', 'pep_msh_pep_l', 'soppressata_l']",Sunday
6496,19/04/2015,19:49:03,"['classic_dlx_s', 'ital_supr_s', 'peppr_salami_m']",Sunday
6497,19/04/2015,19:56:40,"['mediterraneo_m', 'spinach_fet_m']",Sunday
6498,19/04/2015,20:49:05,['hawaiian_l'],Sunday
6499,19/04/2015,21:14:12,['cali_ckn_m'],Sunday
6500,19/04/2015,21:37:51,"['prsc_argla_m', 'veggie_veg_m']",Sunday
6501,19/04/2015,22:18:10,['cali_ckn_m'],Sunday
6502,20/04/2015,11:43:35,"['spinach_supr_l', 'spinach_supr_s']",Monday
6503,20/04/2015,11:48:35,['spinach_fet_m'],Monday
6504,20/04/2015,11:52:59,['veggie_veg_l'],Monday
6505,20/04/2015,11:59:36,['veggie_veg_s'],Monday
6506,20/04/2015,12:14:07,"['classic_dlx_m', 'ital_supr_l']",Monday
6507,20/04/2015,12:15:37,"['cali_ckn_m', 'classic_dlx_m']",Monday
6508,20/04/2015,12:18:07,"['hawaiian_l', 'mexicana_m']",Monday
6509,20/04/2015,12:22:24,['ital_veggie_s'],Monday
6510,20/04/2015,12:26:56,"['ital_supr_m', 'mediterraneo_l', 'mediterraneo_s', 'spicy_ital_l']",Monday
6511,20/04/2015,12:27:25,['big_meat_s'],Monday
6512,20/04/2015,12:29:01,"['classic_dlx_m', 'napolitana_m', 'pepperoni_m', 'peppr_salami_m', 'soppressata_l']",Monday
6513,20/04/2015,12:39:42,['thai_ckn_m'],Monday
6514,20/04/2015,12:41:43,['thai_ckn_m'],Monday
6515,20/04/2015,12:43:03,"['bbq_ckn_m', 'mexicana_m']",Monday
6516,20/04/2015,12:46:50,"['bbq_ckn_l', 'thai_ckn_l', 'thai_ckn_m', 'thai_ckn_s']",Monday
6517,20/04/2015,12:48:28,"['big_meat_s', 'napolitana_l', 'pepperoni_m', 'sicilian_m', 'the_greek_s']",Monday
6518,20/04/2015,12:50:00,"['cali_ckn_l', 'hawaiian_l', 'pep_msh_pep_m', 'spinach_supr_l']",Monday
6519,20/04/2015,12:57:19,"['ital_veggie_s', 'mexicana_l', 'pep_msh_pep_s']",Monday
6520,20/04/2015,12:59:51,"['hawaiian_m', 'southw_ckn_m']",Monday
6521,20/04/2015,13:01:34,"['calabrese_m', 'five_cheese_l']",Monday
6522,20/04/2015,13:14:21,['five_cheese_l'],Monday
6523,20/04/2015,13:15:19,"['big_meat_s', 'southw_ckn_s', 'spinach_supr_l']",Monday
6524,20/04/2015,13:39:53,['ital_supr_m'],Monday
6525,20/04/2015,13:55:30,['spicy_ital_l'],Monday
6526,20/04/2015,13:58:18,"['cali_ckn_m', 'ckn_alfredo_m', 'ckn_pesto_l', 'ckn_pesto_m', 'classic_dlx_s', 'hawaiian_l', 'hawaiian_s', 'napolitana_l', 'pep_msh_pep_m', 'pepperoni_m', 'southw_ckn_s', 'thai_ckn_m', 'thai_ckn_s']",Monday
6527,20/04/2015,14:32:05,['mediterraneo_l'],Monday
6528,20/04/2015,15:00:57,['big_meat_s'],Monday
6529,20/04/2015,15:01:00,['the_greek_xl'],Monday
6530,20/04/2015,15:02:16,"['big_meat_s', 'green_garden_m']",Monday
6531,20/04/2015,15:14:43,"['four_cheese_m', 'ital_supr_m']",Monday
6532,20/04/2015,15:23:04,['brie_carre_s'],Monday
6533,20/04/2015,15:45:51,['prsc_argla_l'],Monday
6534,20/04/2015,15:46:47,"['ckn_pesto_m', 'pep_msh_pep_s']",Monday
6535,20/04/2015,16:01:28,"['ckn_pesto_s', 'four_cheese_l', 'mexicana_m']",Monday
6536,20/04/2015,16:04:24,['ckn_alfredo_l'],Monday
6537,20/04/2015,16:39:18,['veggie_veg_m'],Monday
6538,20/04/2015,16:54:20,['mexicana_m'],Monday
6539,20/04/2015,16:54:26,['four_cheese_m'],Monday
6540,20/04/2015,17:20:35,['cali_ckn_m'],Monday
6541,20/04/2015,17:32:58,['pepperoni_m'],Monday
6542,20/04/2015,17:33:09,"['pep_msh_pep_s', 'spinach_supr_m']",Monday
6543,20/04/2015,17:37:59,"['four_cheese_l', 'ital_cpcllo_l']",Monday
6544,20/04/2015,17:38:07,"['calabrese_l', 'green_garden_m', 'mexicana_l']",Monday
6545,20/04/2015,17:43:43,"['pepperoni_s', 'the_greek_l']",Monday
6546,20/04/2015,17:49:55,"['big_meat_s', 'mediterraneo_s']",Monday
6547,20/04/2015,17:50:47,['prsc_argla_m'],Monday
6548,20/04/2015,17:55:03,['big_meat_s'],Monday
6549,20/04/2015,18:07:00,"['pepperoni_m', 'southw_ckn_s']",Monday
6550,20/04/2015,18:14:45,"['big_meat_s', 'pepperoni_l']",Monday
6551,20/04/2015,18:34:05,['green_garden_s'],Monday
6552,20/04/2015,18:34:43,"['classic_dlx_m', 'hawaiian_s', 'peppr_salami_l', 'the_greek_l']",Monday
6553,20/04/2015,18:38:03,"['spicy_ital_l', 'veggie_veg_s']",Monday
6554,20/04/2015,18:43:08,"['brie_carre_s', 'hawaiian_m', 'mediterraneo_s']",Monday
6555,20/04/2015,18:47:24,"['bbq_ckn_l', 'hawaiian_l', 'southw_ckn_l', 'spinach_fet_l']",Monday
6556,20/04/2015,18:50:27,['veggie_veg_s'],Monday
6557,20/04/2015,18:56:57,"['ckn_alfredo_m', 'hawaiian_l']",Monday
6558,20/04/2015,19:10:59,['peppr_salami_m'],Monday
6559,20/04/2015,19:16:53,['classic_dlx_l'],Monday
6560,20/04/2015,19:26:26,"['big_meat_s', 'thai_ckn_l']",Monday
