order_id,date,pizzas,day
803,2016-01-14 00:00:00,['ital_supr_m'],Thursday
14773,2016-09-04 00:00:00,"['brie_carre_s', 'sicilian_l', 'southw_ckn_l', 'the_greek_l']",Sunday
11567,2016-07-12 00:00:00,['classic_dlx_m'],Tuesday
9236,2016-06-04 00:00:00,['mediterraneo_s'],Saturday
461,2016-01-08 00:00:00,['cali_ckn_m'],Friday
14435,2016-08-29 00:00:00,"['peppr_salami_l', 'peppr_salami_l']",Monday
5575,2016-04-04 00:00:00,"['southw_ckn_l', 'soppressata_s']",Monday
7595,2016-05-08 00:00:00,"['southw_ckn_l', 'big_meat_s']",Sunday
9863,2016-06-14 21:49:57,['bbq_ckn_m'],Tuesday
12510,2016-07-28 15:23:13,['pep_msh_pep_s'],Thursday
17171,2016-10-18 00:00:00,"['classic_dlx_l', 'peppr_salami_m', 'bbq_ckn_m', 'bbq_ckn_m', 'bbq_ckn_m', 'spicy_ital_l', 'spicy_ital_l', 'big_meat_s', 'big_meat_s', 'four_cheese_l', 'four_cheese_l', 'ital_veggie_s']",Tuesday
6254,2016-04-15 18:29:41,"['veggie_veg_l', 'calabrese_l', 'ital_veggie_m']",Friday
567,2016-01-10 12:27:47,"['sicilian_m', 'four_cheese_m', 'five_cheese_l', 'five_cheese_l', 'sicilian_s', 'pepperoni_m', 'soppressata_l', 'spicy_ital_l', 'thai_ckn_s']",Sunday
13778,2016-08-18 11:32:53,['soppressata_s'],Thursday
8039,2016-05-15 00:00:00,"['five_cheese_l', 'pepperoni_m']",Sunday
752,2016-01-13 00:00:00,"['soppressata_s', 'hawaiian_s']",Wednesday
9737,2016-06-12 00:00:00,['sicilian_s'],Sunday
13669,2016-08-16 00:00:00,"['spin_pesto_m', 'ital_supr_l', 'the_greek_xl', 'ckn_pesto_l', 'hawaiian_l', 'hawaiian_l', 'bbq_ckn_m', 'big_meat_s']",Tuesday
20880,2016-12-20 00:00:00,['ckn_pesto_l'],Tuesday
6919,2016-04-26 00:00:00,['brie_carre_s'],Tuesday
17275,2016-10-21 00:00:00,"['hawaiian_m', 'southw_ckn_m', 'hawaiian_s', 'mediterraneo_l', 'spicy_ital_l']",Friday
16474,2016-10-04 00:00:00,['pep_msh_pep_l'],Tuesday
2162,2016-02-05 00:00:00,"['classic_dlx_s', 'southw_ckn_l']",Friday
10895,2016-07-02 00:00:00,['classic_dlx_m'],Saturday
18317,2016-11-08 00:00:00,"['soppressata_l', 'hawaiian_s', 'napolitana_s']",Tuesday
10328,2016-06-22 00:00:00,"['bbq_ckn_l', 'thai_ckn_s', 'ital_supr_m']",Wednesday
8558,2016-05-23 00:00:00,['bbq_ckn_s'],Monday
18374,2016-11-09 00:00:00,['napolitana_m'],Wednesday
20581,2016-12-16 00:00:00,"['sicilian_m', 'ital_cpcllo_s', 'sicilian_l', 'spinach_supr_l']",Friday
4923,2016-03-24 00:00:00,['five_cheese_l'],Thursday
14058,2016-08-22 19:30:54,"['soppressata_m', 'the_greek_s']",Monday
17447,2016-10-23 00:00:00,['sicilian_l'],Sunday
16509,2016-10-06 00:00:00,['classic_dlx_m'],Thursday
6921,2016-04-26 00:00:00,"['pepperoni_s', 'ital_supr_l']",Tuesday
4998,2016-03-26 00:00:00,['four_cheese_l'],Saturday
6817,2016-04-24 00:00:00,['brie_carre_s'],Sunday
10232,2016-06-20 22:00:00,['the_greek_m'],Monday
972,2016-01-16 00:00:00,"['pepperoni_l', 'pepperoni_s']",Saturday
1302,2016-01-21 23:00:00,"['hawaiian_s', 'hawaiian_l']",Thursday
9838,2016-06-14 16:44:47,['prsc_argla_l'],Tuesday
9972,2016-06-16 00:00:00,"['veggie_veg_s', 'pepperoni_m']",Thursday
526,2016-01-09 00:00:00,['cali_ckn_l'],Saturday
14181,2016-08-25 00:00:00,['pepperoni_m'],Thursday
8161,2016-05-16 00:00:00,"['southw_ckn_l', 'classic_dlx_m']",Monday
1474,2016-01-25 00:00:00,"['big_meat_s', 'soppressata_s']",Monday
10981,2016-07-02 22:00:00,"['calabrese_m', 'bbq_ckn_l']",Saturday
3681,2016-03-02 23:00:00,['hawaiian_m'],Wednesday
20548,2016-12-15 00:00:00,"['pep_msh_pep_l', 'four_cheese_l']",Thursday
1072,2016-01-18 00:00:00,"['five_cheese_l', 'classic_dlx_s', 'four_cheese_m']",Monday
10156,2016-06-19 00:00:00,"['bbq_ckn_m', 'spinach_fet_s', 'peppr_salami_s', 'spinach_fet_m']",Sunday
4530,2016-03-17 19:58:25,['hawaiian_l'],Thursday
18568,2016-11-13 00:00:00,['cali_ckn_l'],Sunday
9315,2016-06-05 19:39:37,"['cali_ckn_l', 'napolitana_m']",Sunday
7253,2016-05-02 00:00:00,"['soppressata_m', 'hawaiian_s', 'hawaiian_m']",Monday
12561,2016-07-29 00:00:00,['pepperoni_m'],Friday
6962,2016-04-27 00:00:00,['classic_dlx_s'],Wednesday
104,2016-01-02 00:00:00,"['bbq_ckn_m', 'ital_veggie_m', 'veggie_veg_l']",Saturday
5773,2016-04-07 00:00:00,['cali_ckn_m'],Thursday
5998,2016-04-11 00:00:00,"['the_greek_s', 'ckn_alfredo_m', 'mexicana_l']",Monday
14436,2016-08-29 15:33:12,['mexicana_m'],Monday
9197,2016-06-03 00:00:00,"['four_cheese_l', 'spinach_fet_s']",Friday
12012,2016-07-20 00:00:00,['classic_dlx_l'],Wednesday
16310,2016-10-01 00:00:00,['green_garden_m'],Saturday
16893,2016-10-14 12:32:50,"['brie_carre_s', 'veggie_veg_l']",Friday
17416,2016-10-23 00:00:00,['spicy_ital_l'],Sunday
10805,2016-06-30 22:00:00,"['pepperoni_m', 'mexicana_l']",Thursday
10413,2016-06-24 00:00:00,['spicy_ital_l'],Friday
14928,2016-09-07 00:00:00,"['the_greek_l', 'spicy_ital_m']",Wednesday
9929,2016-06-15 00:00:00,"['peppr_salami_l', 'southw_ckn_l']",Wednesday
9876,2016-06-15 00:00:00,['spicy_ital_l'],Wednesday
2504,2016-02-11 00:00:00,"['prsc_argla_s', 'pepperoni_s']",Thursday
8412,2016-05-21 00:00:00,"['sicilian_s', 'four_cheese_l']",Saturday
18791,2016-11-17 11:29:19,['sicilian_m'],Thursday
8151,2016-05-16 00:00:00,"['calabrese_m', 'cali_ckn_l']",Monday
16418,2016-10-03 00:00:00,"['sicilian_s', 'southw_ckn_l']",Monday
13474,2016-08-13 00:00:00,['ckn_pesto_s'],Saturday
13579,2016-08-13 22:00:00,['the_greek_xl'],Saturday
10995,2016-07-03 20:34:35,"['four_cheese_l', 'spinach_fet_m']",Sunday
8187,2016-05-17 00:00:00,"['pep_msh_pep_s', 'hawaiian_l']",Tuesday
1127,2016-01-19 18:53:52,"['veggie_veg_s', 'classic_dlx_l']",Tuesday
6447,2016-04-17 22:00:00,"['thai_ckn_l', 'five_cheese_l']",Sunday
874,2016-01-15 00:00:00,"['southw_ckn_l', 'pep_msh_pep_s']",Friday
14934,2016-09-07 00:00:00,['spicy_ital_s'],Wednesday
5942,2016-04-10 00:00:00,"['thai_ckn_m', 'peppr_salami_l']",Sunday
13884,2016-08-19 00:00:00,"['prsc_argla_l', 'southw_ckn_s']",Friday
6325,2016-04-16 00:00:00,"['ital_cpcllo_l', 'pepperoni_m', 'prsc_argla_m']",Saturday
8819,2016-05-28 00:00:00,['four_cheese_l'],Saturday
14876,2016-09-06 14:57:04,"['thai_ckn_m', 'pep_msh_pep_s', 'mexicana_m', 'peppr_salami_l', 'sicilian_s']",Tuesday
15188,2016-09-11 00:00:00,"['spinach_fet_s', 'pepperoni_m', 'brie_carre_s', 'hawaiian_m']",Sunday
8350,2016-05-20 15:40:08,"['four_cheese_m', 'spicy_ital_l']",Friday
9732,2016-06-12 00:00:00,['calabrese_l'],Sunday
4441,2016-03-16 16:57:19,"['hawaiian_s', 'ckn_alfredo_m', 'big_meat_s']",Wednesday
6602,2016-04-21 00:00:00,['cali_ckn_s'],Thursday
15100,2016-09-10 00:00:00,"['southw_ckn_l', 'pep_msh_pep_s', 'prsc_argla_s', 'green_garden_s', 'hawaiian_l', 'ital_supr_l', 'soppressata_l', 'spicy_ital_l']",Saturday
3480,2016-02-28 12:44:01,['the_greek_xl'],Sunday
21344,2016-12-31 00:00:00,"['four_cheese_m', 'pepperoni_m', 'calabrese_l']",Saturday
17002,2016-10-14 22:00:00,['peppr_salami_l'],Friday
3614,2016-03-02 00:00:00,"['sicilian_l', 'spin_pesto_l']",Wednesday
5304,2016-03-30 00:00:00,"['spinach_supr_m', 'spicy_ital_l']",Wednesday
9796,2016-06-13 00:00:00,"['big_meat_s', 'big_meat_s']",Monday
10680,2016-06-27 22:00:00,"['five_cheese_l', 'southw_ckn_l', 'mexicana_l']",Monday
10674,2016-06-28 00:00:00,['ital_veggie_l'],Tuesday
10695,2016-06-29 11:55:55,['four_cheese_l'],Wednesday
18894,2016-11-19 13:09:26,['spicy_ital_l'],Saturday
13523,2016-08-14 00:00:00,"['classic_dlx_l', 'pep_msh_pep_m', 'hawaiian_l', 'classic_dlx_m', 'cali_ckn_s', 'bbq_ckn_s', 'pepperoni_s', 'ital_supr_s', 'spinach_supr_s', 'cali_ckn_m', 'ckn_pesto_s', 'veggie_veg_l']",Sunday
17487,2016-10-24 00:00:00,['hawaiian_l'],Monday
9775,2016-06-13 00:00:00,"['green_garden_s', 'pep_msh_pep_m']",Monday
4841,2016-03-23 00:00:00,"['prsc_argla_m', 'spinach_fet_l', 'four_cheese_l', 'spinach_supr_s']",Wednesday
10593,2016-06-27 00:00:00,['spicy_ital_l'],Monday
18106,2016-11-05 13:03:43,"['mexicana_l', 'the_greek_xl', 'peppr_salami_l']",Saturday
1405,2016-01-24 00:00:00,"['sicilian_l', 'bbq_ckn_s']",Sunday
17552,2016-10-25 00:00:00,"['thai_ckn_l', 'pepperoni_m', 'soppressata_m', 'big_meat_s']",Tuesday
4123,2016-03-11 00:00:00,"['green_garden_m', 'hawaiian_s', 'ckn_alfredo_l', 'five_cheese_l', 'ital_supr_m', 'calabrese_m', 'thai_ckn_l', 'the_greek_s']",Friday
8264,2016-05-18 00:00:00,['spin_pesto_s'],Wednesday
16455,2016-10-04 14:47:24,"['bbq_ckn_m', 'spicy_ital_l', 'the_greek_l', 'ital_veggie_l', 'big_meat_s', 'hawaiian_l', 'classic_dlx_m', 'four_cheese_m', 'thai_ckn_l', 'five_cheese_l']",Tuesday
12615,2016-07-29 22:00:00,"['hawaiian_m', 'big_meat_s', 'classic_dlx_m', 'classic_dlx_m', 'classic_dlx_m', 'veggie_veg_m', 'classic_dlx_s', 'pepperoni_l', 'calabrese_s', 'green_garden_s']",Friday
14319,2016-08-27 00:00:00,['mexicana_l'],Saturday
2689,2016-02-14 00:00:00,"['veggie_veg_s', 'southw_ckn_l']",Sunday
3919,2016-03-07 00:00:00,"['southw_ckn_l', 'classic_dlx_s', 'ital_supr_m']",Monday
1266,2016-01-21 23:00:00,"['ckn_pesto_m', 'bbq_ckn_m']",Thursday
7250,2016-05-02 12:40:35,['classic_dlx_s'],Monday
19859,2016-12-04 00:00:00,['four_cheese_l'],Sunday
7344,2016-05-03 00:00:00,['spin_pesto_l'],Tuesday
1186,2016-01-20 00:00:00,"['thai_ckn_l', 'four_cheese_l']",Wednesday
6882,2016-04-24 22:00:00,['spicy_ital_l'],Sunday
818,2016-01-14 00:00:00,"['sicilian_s', 'pep_msh_pep_s', 'sicilian_l']",Thursday
2132,2016-02-05 14:18:04,"['napolitana_s', 'brie_carre_s', 'hawaiian_m', 'the_greek_s']",Friday
3500,2016-02-28 17:41:37,"['spinach_supr_m', 'ital_cpcllo_s']",Sunday
15970,2016-09-26 00:00:00,"['prsc_argla_s', 'ital_cpcllo_s', 'big_meat_s']",Monday
9633,2016-06-11 00:00:00,['five_cheese_l'],Saturday
2084,2016-02-04 16:06:23,"['ital_supr_l', 'four_cheese_l']",Thursday
5952,2016-04-10 00:00:00,"['pep_msh_pep_s', 'cali_ckn_l']",Sunday
21223,2016-12-29 13:14:19,['peppr_salami_l'],Thursday
4873,2016-03-23 00:00:00,['southw_ckn_m'],Wednesday
9340,2016-06-06 00:00:00,['cali_ckn_l'],Monday
20857,2016-12-20 00:00:00,"['pepperoni_l', 'veggie_veg_m']",Tuesday
5166,2016-03-28 00:00:00,"['spicy_ital_m', 'thai_ckn_s']",Monday
10923,2016-07-02 00:00:00,['four_cheese_l'],Saturday
15082,2016-09-09 00:00:00,"['mexicana_l', 'pep_msh_pep_m']",Friday
4184,2016-03-12 00:00:00,"['peppr_salami_l', 'four_cheese_m', 'prsc_argla_l', 'prsc_argla_m']",Saturday
21188,2016-12-28 00:00:00,"['soppressata_s', 'prsc_argla_m']",Wednesday
19734,2016-12-01 23:00:00,"['ckn_pesto_s', 'spinach_fet_m']",Thursday
1439,2016-01-24 00:00:00,"['peppr_salami_l', 'veggie_veg_s']",Sunday
8876,2016-05-29 00:00:00,['peppr_salami_s'],Sunday
18779,2016-11-15 23:00:00,['sicilian_s'],Tuesday
18922,2016-11-19 00:00:00,['ital_veggie_m'],Saturday
9870,2016-06-15 00:00:00,['southw_ckn_l'],Wednesday
18767,2016-11-15 23:00:00,"['bbq_ckn_l', 'ckn_pesto_l']",Tuesday
9970,2016-06-16 00:00:00,['southw_ckn_s'],Thursday
10642,2016-06-27 00:00:00,"['veggie_veg_m', 'veggie_veg_m']",Monday
384,2016-01-07 12:51:46,"['hawaiian_s', 'mediterraneo_m', 'ital_cpcllo_m']",Thursday
6285,2016-04-16 00:00:00,"['napolitana_s', 'sicilian_s', 'soppressata_s']",Saturday
580,2016-01-10 00:00:00,['southw_ckn_m'],Sunday
9851,2016-06-14 00:00:00,['bbq_ckn_s'],Tuesday
5619,2016-04-03 22:00:00,['ital_veggie_s'],Sunday
4577,2016-03-18 00:00:00,['thai_ckn_s'],Friday
13504,2016-08-13 00:00:00,['big_meat_s'],Saturday
10303,2016-06-22 17:17:31,"['spicy_ital_l', 'prsc_argla_m']",Wednesday
7014,2016-04-27 22:00:00,['big_meat_s'],Wednesday
12881,2016-08-03 00:00:00,['calabrese_l'],Wednesday
12833,2016-08-02 00:00:00,['five_cheese_l'],Tuesday
15333,2016-09-13 19:09:33,['cali_ckn_l'],Tuesday
8055,2016-05-14 22:00:00,['bbq_ckn_m'],Saturday
1685,2016-01-29 00:00:00,"['southw_ckn_m', 'napolitana_l', 'peppr_salami_m', 'sicilian_l', 'sicilian_l', 'bbq_ckn_l', 'cali_ckn_l', 'sicilian_m', 'ital_cpcllo_l', 'thai_ckn_s', 'five_cheese_l', 'mediterraneo_s', 'mediterraneo_l', 'mediterraneo_l']",Friday
18904,2016-11-19 00:00:00,['spicy_ital_m'],Saturday
15287,2016-09-12 20:18:11,['ital_supr_l'],Monday
6658,2016-04-22 00:00:00,"['southw_ckn_m', 'green_garden_l', 'thai_ckn_l', 'hawaiian_l']",Friday
21078,2016-12-24 00:00:00,['mediterraneo_m'],Saturday
17140,2016-10-17 00:00:00,['bbq_ckn_m'],Monday
8685,2016-05-25 00:00:00,"['the_greek_xl', 'spicy_ital_l', 'big_meat_s', 'green_garden_l']",Wednesday
19294,2016-11-26 00:00:00,"['sicilian_m', 'prsc_argla_m']",Saturday
19334,2016-11-26 00:00:00,['pep_msh_pep_s'],Saturday
17014,2016-10-14 22:00:00,"['sicilian_s', 'cali_ckn_s']",Friday
20798,2016-12-19 17:07:29,"['big_meat_s', 'five_cheese_l']",Monday
19811,2016-12-03 00:00:00,"['napolitana_l', 'cali_ckn_m']",Saturday
19842,2016-12-03 00:00:00,['five_cheese_l'],Saturday
9927,2016-06-15 20:38:12,['cali_ckn_m'],Wednesday
5420,2016-04-01 00:00:00,"['napolitana_m', 'southw_ckn_l']",Friday
12388,2016-07-26 00:00:00,['prsc_argla_m'],Tuesday
16062,2016-09-28 00:00:00,['ital_cpcllo_m'],Wednesday
7320,2016-05-03 00:00:00,['green_garden_s'],Tuesday
4405,2016-03-16 00:00:00,"['ital_cpcllo_s', 'big_meat_s']",Wednesday
5559,2016-04-03 00:00:00,"['sicilian_s', 'southw_ckn_s']",Sunday
5380,2016-04-01 00:00:00,['classic_dlx_l'],Friday
6139,2016-04-13 18:24:32,"['ital_cpcllo_l', 'peppr_salami_l']",Wednesday
19346,2016-11-25 23:00:00,['pep_msh_pep_l'],Friday
16976,2016-10-15 00:00:00,"['thai_ckn_l', 'four_cheese_l', 'mexicana_m', 'cali_ckn_s']",Saturday
7797,2016-05-11 00:00:00,"['bbq_ckn_l', 'spicy_ital_m', 'spicy_ital_l', 'the_greek_xl']",Wednesday
5733,2016-04-05 22:00:00,['classic_dlx_s'],Tuesday
7144,2016-04-29 22:00:00,"['napolitana_m', 'prsc_argla_s', 'southw_ckn_m', 'ckn_alfredo_m']",Friday
16091,2016-09-28 00:00:00,['bbq_ckn_m'],Wednesday
8521,2016-05-22 22:00:00,['sicilian_s'],Sunday
8864,2016-05-29 00:00:00,['southw_ckn_l'],Sunday
8395,2016-05-21 00:00:00,['green_garden_s'],Saturday
13596,2016-08-15 00:00:00,['cali_ckn_s'],Monday
11796,2016-07-16 00:00:00,"['peppr_salami_m', 'ital_veggie_s']",Saturday
434,2016-01-08 00:00:00,"['veggie_veg_l', 'napolitana_m', 'spicy_ital_l']",Friday
14739,2016-09-03 00:00:00,['pep_msh_pep_l'],Saturday
20085,2016-12-07 20:25:55,"['veggie_veg_s', 'the_greek_l']",Wednesday
7153,2016-04-30 00:00:00,['spin_pesto_s'],Saturday
18623,2016-11-13 22:29:20,"['pep_msh_pep_s', 'calabrese_m']",Sunday
1237,2016-01-21 00:00:00,"['calabrese_m', 'sicilian_s']",Thursday
3482,2016-02-28 00:00:00,"['bbq_ckn_m', 'big_meat_s', 'southw_ckn_m']",Sunday
13022,2016-08-05 00:00:00,"['ital_supr_l', 'ital_supr_l', 'mexicana_l', 'mexicana_m']",Friday
10943,2016-07-03 00:00:00,['mexicana_l'],Sunday
6039,2016-04-12 00:00:00,['the_greek_xl'],Tuesday
17161,2016-10-17 00:00:00,['pep_msh_pep_s'],Monday
13871,2016-08-19 00:00:00,['ital_supr_m'],Friday
4534,2016-03-17 00:00:00,"['spinach_fet_m', 'ital_cpcllo_l']",Thursday
9921,2016-06-15 00:00:00,['green_garden_m'],Wednesday
19114,2016-11-21 23:00:00,"['calabrese_l', 'veggie_veg_s', 'ckn_pesto_s']",Monday
18662,2016-11-14 00:00:00,['spinach_supr_s'],Monday
17957,2016-11-02 00:00:00,"['ital_cpcllo_s', 'mexicana_l']",Wednesday
17818,2016-10-31 00:00:00,['the_greek_s'],Monday
12432,2016-07-26 00:00:00,"['napolitana_l', 'mexicana_l', 'ital_veggie_m']",Tuesday
12028,2016-07-20 00:00:00,['the_greek_xl'],Wednesday
6283,2016-04-16 13:55:58,"['prsc_argla_m', 'bbq_ckn_l', 'mediterraneo_l']",Saturday
5294,2016-03-29 22:00:00,['ital_veggie_s'],Tuesday
1963,2016-02-02 00:00:00,"['prsc_argla_m', 'spicy_ital_l', 'big_meat_s']",Tuesday
9974,2016-06-16 00:00:00,"['napolitana_s', 'soppressata_l']",Thursday
6378,2016-04-17 00:00:00,['pep_msh_pep_s'],Sunday
10105,2016-06-19 00:00:00,['classic_dlx_l'],Sunday
10510,2016-06-25 22:00:00,"['pepperoni_s', 'napolitana_l']",Saturday
13013,2016-08-05 00:00:00,"['cali_ckn_l', 'hawaiian_s']",Friday
2050,2016-02-02 23:00:00,"['spinach_supr_s', 'ital_veggie_m']",Tuesday
17228,2016-10-20 00:00:00,"['veggie_veg_m', 'mexicana_l', 'mediterraneo_l', 'ital_cpcllo_l']",Thursday
6634,2016-04-22 00:00:00,['southw_ckn_m'],Friday
7685,2016-05-09 00:00:00,['bbq_ckn_s'],Monday
510,2016-01-09 00:00:00,"['classic_dlx_s', 'ital_supr_l', 'classic_dlx_m']",Saturday
11005,2016-07-03 00:00:00,"['four_cheese_l', 'cali_ckn_m']",Sunday
7198,2016-05-01 00:00:00,"['calabrese_m', 'hawaiian_s']",Sunday
13171,2016-08-08 00:00:00,"['veggie_veg_m', 'mexicana_l', 'hawaiian_l']",Monday
1610,2016-01-27 00:00:00,['prsc_argla_l'],Wednesday
7721,2016-05-10 00:00:00,"['calabrese_l', 'sicilian_s']",Tuesday
15522,2016-09-16 00:00:00,"['pep_msh_pep_m', 'big_meat_s', 'thai_ckn_m', 'the_greek_xl']",Friday
7098,2016-04-29 00:00:00,"['soppressata_s', 'spicy_ital_m']",Friday
10487,2016-06-25 17:44:52,['spinach_fet_l'],Saturday
18282,2016-11-08 12:42:26,['spicy_ital_l'],Tuesday
11628,2016-07-13 00:00:00,['brie_carre_s'],Wednesday
7825,2016-05-12 12:15:51,['thai_ckn_l'],Thursday
6438,2016-04-18 00:00:00,['mexicana_m'],Monday
1256,2016-01-22 00:00:00,['ital_supr_s'],Friday
20918,2016-12-21 00:00:00,"['pepperoni_s', 'southw_ckn_m']",Wednesday
20109,2016-12-08 00:00:00,['classic_dlx_m'],Thursday
10408,2016-06-24 00:00:00,['napolitana_s'],Friday
7578,2016-05-07 00:00:00,['mexicana_l'],Saturday
12648,2016-07-29 22:00:00,"['hawaiian_m', 'classic_dlx_s']",Friday
15978,2016-09-26 00:00:00,"['ital_supr_m', 'peppr_salami_m', 'pep_msh_pep_l']",Monday
2918,2016-02-18 00:00:00,"['cali_ckn_l', 'cali_ckn_m']",Thursday
12056,2016-07-20 00:00:00,['hawaiian_l'],Wednesday
12447,2016-07-27 00:00:00,['spicy_ital_l'],Wednesday
4625,2016-03-19 00:00:00,"['ckn_alfredo_m', 'bbq_ckn_l', 'prsc_argla_s']",Saturday
13492,2016-08-13 00:00:00,"['thai_ckn_m', 'cali_ckn_m']",Saturday
16610,2016-10-07 00:00:00,['pepperoni_l'],Friday
15119,2016-09-10 00:00:00,"['soppressata_s', 'peppr_salami_m']",Saturday
4505,2016-03-17 00:00:00,"['four_cheese_l', 'hawaiian_s', 'bbq_ckn_m']",Thursday
9010,2016-05-31 00:00:00,"['southw_ckn_l', 'prsc_argla_s', 'classic_dlx_m']",Tuesday
17726,2016-10-29 00:00:00,"['prsc_argla_s', 'classic_dlx_s']",Saturday
8548,2016-05-23 00:00:00,"['napolitana_s', 'prsc_argla_s', 'spinach_fet_m']",Monday
16695,2016-10-09 00:00:00,['big_meat_s'],Sunday
2693,2016-02-13 23:00:00,"['mexicana_m', 'ital_cpcllo_s', 'calabrese_l']",Saturday
13513,2016-08-14 00:00:00,['spicy_ital_l'],Sunday
784,2016-01-13 00:00:00,['napolitana_m'],Wednesday
11017,2016-07-03 00:00:00,['prsc_argla_m'],Sunday
4461,2016-03-16 00:00:00,['sicilian_m'],Wednesday
13381,2016-08-11 18:46:03,"['cali_ckn_l', 'hawaiian_m']",Thursday
6468,2016-04-18 22:00:00,['green_garden_s'],Monday
7455,2016-05-05 19:53:27,"['hawaiian_l', 'napolitana_m']",Thursday
19720,2016-12-01 00:00:00,['four_cheese_l'],Thursday
14715,2016-09-03 00:00:00,['spinach_fet_m'],Saturday
554,2016-01-09 00:00:00,['green_garden_s'],Saturday
9673,2016-06-11 18:21:54,['pepperoni_l'],Saturday
4585,2016-03-18 00:00:00,['green_garden_s'],Friday
4988,2016-03-25 00:00:00,"['pep_msh_pep_l', 'mediterraneo_m', 'cali_ckn_s']",Friday
7079,2016-04-29 00:00:00,['sicilian_s'],Friday
1936,2016-02-02 00:00:00,"['thai_ckn_l', 'hawaiian_l']",Tuesday
7312,2016-05-01 22:00:00,['pep_msh_pep_s'],Sunday
10819,2016-07-01 15:11:34,"['sicilian_l', 'bbq_ckn_m']",Friday
20267,2016-12-10 00:00:00,['five_cheese_l'],Saturday
8918,2016-05-30 12:49:05,['mexicana_l'],Monday
2126,2016-02-05 00:00:00,"['veggie_veg_l', 'mediterraneo_s', 'hawaiian_l', 'pepperoni_l', 'napolitana_l', 'bbq_ckn_m', 'four_cheese_m', 'four_cheese_m', 'prsc_argla_l', 'peppr_salami_l', 'sicilian_s']",Friday
9734,2016-06-12 00:00:00,"['hawaiian_l', 'pep_msh_pep_s']",Sunday
16034,2016-09-27 00:00:00,"['mexicana_m', 'southw_ckn_l']",Tuesday
3793,2016-03-04 23:00:00,"['veggie_veg_m', 'pep_msh_pep_m', 'bbq_ckn_s']",Friday
17180,2016-10-18 00:00:00,"['ital_cpcllo_l', 'ital_veggie_m']",Tuesday
154,2016-01-03 00:00:00,['prsc_argla_s'],Sunday
17679,2016-10-28 00:00:00,['ckn_pesto_s'],Friday
20043,2016-12-07 00:00:00,"['classic_dlx_m', 'prsc_argla_m', 'cali_ckn_s', 'ital_cpcllo_m', 'cali_ckn_m']",Wednesday
18551,2016-11-12 00:00:00,['thai_ckn_m'],Saturday
11936,2016-07-18 00:00:00,['big_meat_s'],Monday
15798,2016-09-21 00:00:00,['bbq_ckn_s'],Wednesday
10215,2016-06-20 00:00:00,"['sicilian_s', 'thai_ckn_l', 'bbq_ckn_s']",Monday
15053,2016-09-09 14:36:09,['prsc_argla_m'],Friday
10216,2016-06-20 00:00:00,['napolitana_s'],Monday
13213,2016-08-08 00:00:00,['pep_msh_pep_s'],Monday
11751,2016-07-15 21:45:35,"['spinach_fet_m', 'napolitana_s', 'bbq_ckn_l', 'big_meat_s']",Friday
4597,2016-03-17 23:00:00,"['brie_carre_s', 'hawaiian_l', 'thai_ckn_m']",Thursday
20987,2016-12-22 00:00:00,"['spinach_fet_l', 'spin_pesto_s']",Thursday
7783,2016-05-11 00:00:00,"['thai_ckn_l', 'bbq_ckn_l', 'cali_ckn_m']",Wednesday
14766,2016-09-03 22:00:00,"['mexicana_m', 'pepperoni_l', 'spicy_ital_s']",Saturday
10846,2016-06-30 22:00:00,"['calabrese_l', 'big_meat_s']",Thursday
5198,2016-03-28 22:00:00,"['the_greek_s', 'mediterraneo_l']",Monday
14150,2016-08-24 00:00:00,['mediterraneo_l'],Wednesday
4343,2016-03-14 00:00:00,"['napolitana_l', 'hawaiian_s', 'ital_supr_m']",Monday
9051,2016-05-31 22:00:00,['brie_carre_s'],Tuesday
18190,2016-11-06 00:00:00,"['spicy_ital_m', 'pepperoni_l']",Sunday
9665,2016-06-11 17:35:20,['sicilian_l'],Saturday
10961,2016-07-03 16:21:08,['southw_ckn_s'],Sunday
1740,2016-01-30 14:14:17,['ckn_alfredo_m'],Saturday
8176,2016-05-16 22:00:00,"['cali_ckn_s', 'spinach_fet_m']",Monday
14851,2016-09-04 22:00:00,"['bbq_ckn_m', 'bbq_ckn_l']",Sunday
5295,2016-03-30 00:00:00,['classic_dlx_m'],Wednesday
12248,2016-07-24 00:00:00,"['five_cheese_l', 'southw_ckn_l']",Sunday
7095,2016-04-28 22:00:00,['spinach_fet_l'],Thursday
20368,2016-12-12 00:00:00,"['green_garden_s', 'ital_supr_l']",Monday
2909,2016-02-18 00:00:00,['thai_ckn_s'],Thursday
18842,2016-11-18 00:00:00,"['mediterraneo_l', 'hawaiian_l', 'mexicana_m']",Friday
20469,2016-12-13 23:00:00,['sicilian_s'],Tuesday
18030,2016-11-03 00:00:00,['big_meat_s'],Thursday
14906,2016-09-06 00:00:00,['classic_dlx_l'],Tuesday
13227,2016-08-09 12:46:34,"['prsc_argla_l', 'classic_dlx_m']",Tuesday
4882,2016-03-24 11:20:32,['cali_ckn_s'],Thursday
15703,2016-09-19 00:00:00,"['peppr_salami_l', 'hawaiian_s']",Monday
4006,2016-03-09 00:00:00,['sicilian_m'],Wednesday
16981,2016-10-15 14:51:27,"['five_cheese_l', 'the_greek_s', 'cali_ckn_m']",Saturday
10915,2016-07-02 00:00:00,"['spinach_fet_l', 'mediterraneo_l']",Saturday
13074,2016-08-06 00:00:00,['mexicana_m'],Saturday
